,Location,Price,Area
26,59 Nguyễn Khánh Toàn,3 Triệu ₫ / Tháng,25m2
27,"92 Đinh Tiên Hoàng, Thanh Khê, Đà Nẵng",2 Triệu 500K ₫ / Tháng,30m2
28,Đà nẵng,1 Triệu 400K ₫ / Tháng,20m2
29,"K52/2 Phan Thanh, Thanh Khê, Đà Nẵng",2 Triệu 500K ₫ / Tháng,30m2
30,"Núi Thành, Hòa Cường, Hòa Cường Bắc, Hải Châu, Đà Nẵng, Việt Nam",0 ₫ / Tháng,30m2
31,"K133/4/19 Nguyễn Văn Linh, Quận Hải Châu, TP Đà Nẵng",3 Triệu 500K ₫ / Tháng,38m2
32,"37 Bàu Năng 1, Hòa Minh, Liên Chiểu, Đà Nẵng, Việt Nam",900000 ₫ / Tháng,20m2
33,Đà nẵng,1 Triệu 500K ₫ / Tháng,7m2
34,K52/2 Phan Thanh - Thanh Khê – Đà Nẵng,2 Triệu 500K ₫ / Tháng,30m2
35,"Nguyễn như đãi,hoà thọ tây,cẩm lệ tp đa nẵng",350 ₫ / Tháng,40m2
36,"189 Phùng Hưng, Hòa Minh, Liên Chiểu, Đà Nẵng, Việt Nam",1 Triệu 300K ₫ / Tháng,14m2
37,"1 Phạm Văn Bạch, Hòa Cường, Hòa Cường Nam, Hải Châu District, Da Nang, Vietnam",3 Triệu ₫ / Tháng,30m2
38,"Hà Bổng, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam",100 ₫ / Tháng,20m2
39,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
40,Đà nẵng,2 Triệu ₫ / Tháng,20m2
41,"72 Đinh Tiên Hoàng, Thanh Khê, Hải Châu, Đà Nẵng, Việt Nam",1 Triệu 800K ₫ / Tháng,18m2
42,"Trần Cao Vân, Thanh Khê District, Da Nang, Vietnam",1 Triệu 500K ₫ / Tháng,15m2
43,"K48/H02 Lê Độ, quận Thanh Khê",2 Triệu ₫ / Tháng,35m2
44,"56 Ngô Thị Liễu, Hòa Cường, Hòa Cường Bắc, Hải Châu, Đà Nẵng, Việt Nam",1 Triệu 400K ₫ / Tháng,20m2
45,"K48/H02 Lê Độ, quận Thanh Khê",2 Triệu 200K ₫ / Tháng,35m2
46,"Trần Cao Vân, Thanh khê Tây",1 Triệu 500K ₫ / Tháng,15m2
47,187 Nguyễn Công Trứ,1 Triệu 500K ₫ / Tháng,0m2
48,K169 Phan Thanh,3 Triệu 500K ₫ / Tháng,30m2
49,"Huỳnh Thị Bảo Hòa ,Liên Chiểu ,Đà Nẵng",1 Triệu 500K ₫ / Tháng,20m2
50,"K48/H02 Lê Độ, phường Chính Gian, quận Thanh Khê",2 Triệu 500K ₫ / Tháng,35m2
51,"322/48 hải phòng, phường chính gián, quận thanh khê, tp đà nẵng",1 Triệu 400K ₫ / Tháng,25m2
52,322/48 Hải Phòng,1 Triệu 100K ₫ / Tháng,24m2
53,"K368/01 Trần Cao Vân, phường Xuân Hà, quận Thanh Khê, Tp. Đà Nẵng",850 ₫ / Tháng,14m2
54,"23 Đào Duy Anh, Q. Thanh Khê (khu Nguyễn Văn Linh - Lê Đình Lý, gần sân bay).",0 ₫ / Tháng,50m2
55,79 Nguyễn Sơn,1 Triệu 600K ₫ / Tháng,14m2
56,K16/6 ngô sỹ liên,1 Triệu ₫ / Tháng,12m2
57,"K109/44 đường Mẹ Suốt, phường Hòa Khánh Nam, quận Liên Chiểu, TP Đà Nẵng",1 Triệu 500K ₫ / Tháng,15m2
58,"211 Nguyễn Đình Chiểu, Quận Ngũ Hành Sơn, Đà Nẵng",0 ₫ / Tháng,20m2
59,247 - 249 Phan Đăng Lưu,2 Triệu ₫ / Tháng,25m2
60,K386/22 Đường Núi Thành,2 Triệu ₫ / Tháng,20m2
61,k14/36 Phan Tứ,1 Triệu 600K ₫ / Tháng,18m2
62,"63, Nguyễn Khánh Toàn",2 Triệu 500K ₫ / Tháng,25m2
63,Võ Văn Đồng,3 Triệu 500K ₫ / Tháng,100m2
64,"340 Nguyễn tri phương phường hoà thuận tây, hải châu Đà Nẵng",1 Triệu 500K ₫ / Tháng,25m2
65,"Trần Văn Dư, Ngũ Hành Sơn, Đà Nẵng",0 ₫ / Tháng,22m2
66,Lê Thạch,1 Triệu ₫ / Tháng,16m2
67,"đường Trương Quốc Dụng, Quận Sơn Trà. DNG. Liên hệ: Mr.Tuấn 091.633.06.07/ 091.28.29.357 👨‍👩‍👧‍👧",2 Triệu ₫ / Tháng,30m2
68,100 Nguyễn Huy Tưởng,0 ₫ / Tháng,20m2
69,Kiệt 27 Nguyễn Huy Tưởng,1 Triệu ₫ / Tháng,24m2
70,k01/h11/22 quang dũng,2 Triệu 300K ₫ / Tháng,45m2
71,1 chơn tâm 6,2 Triệu ₫ / Tháng,30m2
72,"k88/27 Lương Thế Vinh, phường Phước Mỹ, Sơn Trà",5 Triệu 500K ₫ / Tháng,70m2
73,21/59 Nguyễn văn huề,2 Triệu ₫ / Tháng,37m2
74,180 trần bạch đằng,2 Triệu ₫ / Tháng,50m2
75,"lô 38 Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",3 Triệu ₫ / Tháng,30m2
76,10 Bàu Trảng 2,1 Triệu 300K ₫ / Tháng,15m2
77,"107/15 Ngũ Hành Sơn,Quận Ngũ Hành Sơn, TP.Đà Nẵng. thất",2 Triệu ₫ / Tháng,25m2
78,"3 Phạm Văn Bạch, Hòa Cường Nam, Hải Châu, Đà Nẵng",2 Triệu 500K ₫ / Tháng,250m2
79,"104 Tố Hữu, Hòa Cường Nam, Hải Châu, Đà Nẵng",2 Triệu 200K ₫ / Tháng,30m2
80,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
81,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
82,"K82/6 Nguyễn Lương Bằng, Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",600000 ₫ / Tháng,12m2
83,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
84,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
85,Đà nẵng,1 Triệu 900K ₫ / Tháng,20m2
86,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
87,104 tố hữu,2 Triệu ₫ / Tháng,30m2
88,lô 26 Trần Tử Bình- Cẩm Lệ- Hòa Vang- Đà Nẵng,10 Triệu ₫ / Tháng,180m2
89,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
90,Đà nẵng,1 Triệu 900K ₫ / Tháng,20m2
91,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
92,Đà nẵng,1 Triệu 900K ₫ / Tháng,20m2
93,Đối diện 58 Lê Quang Sung,1 Triệu 700K ₫ / Tháng,20m2
94,10 pasteur,2 Triệu 500K ₫ / Tháng,29m2
95,96 Trần Quý Khoách,0 ₫ / Tháng,90m2
96,"1 Phạm Văn Bạch, Đà Nẵng",1 Triệu 200K ₫ / Tháng,350m2
97,"59/34A Chế Lan Viên, Tổ 39, phường Mỹ An, quận Ngũ Hành Sơn, Tp Đà Nẵng",2 Triệu ₫ / Tháng,17m2
98,"2/2 Trần Văn Dư, Mỹ An, Ngũ Hành Sơn Đà Nẵng",1 Triệu 200K ₫ / Tháng,0m2
99,Đà nẵng,1 Triệu 700K ₫ / Tháng,16m2
100,Đà nẵng,1 Triệu 900K ₫ / Tháng,16m2
101,"202 hoàng văn thái, liên chiễu",2 Triệu ₫ / Tháng,90m2
102,"Thanh vinh , âu cơ, liên chiễu",10 Triệu ₫ / Tháng,320m2
103,"256 âu cơ,",4 Triệu 500K ₫ / Tháng,120m2
104,K19/15 Bùi chát,750000 ₫ / Tháng,19m2
105,71 Bùi Xương Tự,1 Triệu 400K ₫ / Tháng,24m2
106,"62/14 Thi Sách, Đà Nẵng",1 Triệu 500K ₫ / Tháng,20m2
107,"TỔ 19, ĐƯỜNG BÌNH KỲ, HÒA QUÝ, NGŨ HÀNH SƠN, ĐÀ NẴNG",0 ₫ / Tháng,28m2
108,"TỔ 19, ĐƯỜNG BÌNH KỲ, HÒA QUÝ, NGŨ HÀNH SƠN, ĐÀ NẴNG",0 ₫ / Tháng,28m2
109,K52 Phan Thanh,1 Triệu 200K ₫ / Tháng,20m2
110,Đà nẵng,1 Triệu 700K ₫ / Tháng,16m2
111,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
112,61 Lê nổ,2 ₫ / Tháng,15m2
113,k138/9 Phan Thanh,3 Triệu ₫ / Tháng,28m2
114,Đà nẵng,0 ₫ / Tháng,7m2
115,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
116,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
117,47 Hồ Tông Thốc,1 Triệu 500K ₫ / Tháng,20m2
118,187 Nguyễn Hữu Thọ,8 Triệu ₫ / Tháng,40m2
119,18 Bình Hoà 10,0 ₫ / Tháng,18m2
120,Bình Hoà 10,0 ₫ / Tháng,16m2
121,71 Bùi Xương Tự,14 Triệu ₫ / Tháng,24m2
122,71 Bùi Xương Tự,14 Triệu ₫ / Tháng,24m2
123,646 tôn đức thắng,1 Triệu 200K ₫ / Tháng,25m2
124,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
125,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
126,"PHƯỚC TRƯỜNG,PHƯỚC MỸ, SƠN TRÀ, ĐÀ NẴNG",38 Triệu ₫ / Tháng,240m2
127,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
128,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
129,"Đào Duy Anh, Thạc Gián, Thanh Khê, Đà Nẵng, -Dự án-",0 ₫ / Tháng,50m2
130,476/32 Điện Biên phủ,1 Triệu ₫ / Tháng,16m2
131,"Số 1 Phạm Văn Bạch, Hòa Cường Nam, Quận Hải Châu, thành phố Đà Nẵng",2 Triệu ₫ / Tháng,25m2
132,"Số 1 Phạm Văn Bạch, Hòa Cường Nam, Quận Hải Châu, thành phố Đà Nẵng",2 Triệu ₫ / Tháng,25m2
133,An Thượng 29,0 ₫ / Tháng,30m2
134,"Đường Cù Chính Lan, Phường Hòa Khê, Thanh Khê, Đà Nẵng",1 Triệu 300K ₫ / Tháng,15m2
135,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
136,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
137,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
138,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
139,502/30 đường 2:9,2 Triệu ₫ / Tháng,20m2
140,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
141,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
142,"12/9 Lý Thường Kiệt, Phường Thạch Thang",2 Triệu 500K ₫ / Tháng,25m2
143,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
144,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
145,299 Trần Hưng Đạo,1 Triệu 800K ₫ / Tháng,18m2
146,Đà nẵng,1 Triệu 600K ₫ / Tháng,16m2
147,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
148,"An Thượng 29, lô 38, khu 387 BELLA Apartment",6 tỉ ₫ / Tháng,90m2
149,Đà nẵng,1 Triệu 600K ₫ / Tháng,16m2
150,Đà nẵng,1 Triệu 300K ₫ / Tháng,16m2
151,Đồng Trí 2,1 Triệu ₫ / Tháng,0m2
152,60 Phan Tôn,0 ₫ / Tháng,35m2
153,48 Nhơn Hòa 1,1 Triệu 200K ₫ / Tháng,13m2
154,Trần Văn Dư,2 Triệu 500K ₫ / Tháng,22m2
155,K152/40c Phan Thanh,1 Triệu 700K ₫ / Tháng,14m2
156,K152/40C Phan Thanh,1 Triệu 700K ₫ / Tháng,14m2
157,K267 ngô quyền,1 Triệu 800K ₫ / Tháng,27m2
158,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
159,Đà nẵng,1 Triệu 300K ₫ / Tháng,7m2
160,60 Phan Tôn,2 Triệu 500K ₫ / Tháng,35m2
161,Đà nẵng,1 Triệu 400K ₫ / Tháng,20m2
162,Đà nẵng,1 Triệu 100K ₫ / Tháng,7m2
163,"KIệt 91/30 Cù Chính Lan hoặc Kiệt 21/H09/12 Dũng sĩ thanh Khê hoặc 56A Mẹ nhu, vào 100m",900 ₫ / Tháng,12m2
164,"38 Đống Công Tường, P. Hoà Xuân, Q Cẩm Lệ, Đà Nẵng",2 Triệu 500K ₫ / Tháng,35m2
165,"100 hoài thanh, mỹ an, ngũ hành sơn, đà nẵng",1 Triệu 100K ₫ / Tháng,7m2
166,"56 ngô thị liễu, hòa cường bắc, hải châu, đà nẵng",1 Triệu 400K ₫ / Tháng,18m2
167,"262 Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",10 Triệu ₫ / Tháng,50m2
168,"247 Núi Thành, phường Hòa Cường Bắc, quận Hải Châu, TP Đà Nẵng",12 Triệu ₫ / Tháng,50m2
169,137 Triệu Nữ Vương-TP.Đà Nẵng,35 Triệu ₫ / Tháng,105m2
170,h73/17 cù chính lan,1 Triệu 400K ₫ / Tháng,15m2
171,h73/17 cù chính lan,1 Triệu 400K ₫ / Tháng,15m2
172,3,1 Triệu 300K ₫ / Tháng,7m2
173,3,1 Triệu 800K ₫ / Tháng,20m2
174,K65 Đinh Tiên Hoàng,3 Triệu ₫ / Tháng,25m2
175,K58 ÔNG ÍCH KHIÊM,2 Triệu 200K ₫ / Tháng,25m2
176,K58 ÔNG ÍCH KHIÊM,2 Triệu 200K ₫ / Tháng,25m2
177,3,1 Triệu 800K ₫ / Tháng,18m2
178,3,1 Triệu 300K ₫ / Tháng,7m2
179,3,1 Triệu 300K ₫ / Tháng,7m2
180,3,1 Triệu 400K ₫ / Tháng,20m2
181,201 Tô Hiệu,1 Triệu 300K ₫ / Tháng,15m2
182,3,1 Triệu 400K ₫ / Tháng,20m2
183,3,1 Triệu 300K ₫ / Tháng,7m2
184,"K07/1 Đường Xuân Đáng 1, phường Xuân Hà, quận Thanh Khê, TP Đà Nẵng",1 Triệu 500K ₫ / Tháng,20m2
185,3,1 Triệu 100K ₫ / Tháng,7m2
186,3,1 Triệu 300K ₫ / Tháng,7m2
187,3,1 Triệu 600K ₫ / Tháng,10m2
188,3,1 Triệu 800K ₫ / Tháng,18m2
189,hoài thanh,1 Triệu 100K ₫ / Tháng,7m2
190,07 phạm thế hiển,1 Triệu 700K ₫ / Tháng,18m2
191,phan bá phiến,0 ₫ / Tháng,40m2
192,CMT8,0 ₫ / Tháng,20m2
193,06 Nam Thành,1 Triệu 800K ₫ / Tháng,35m2
194,Nguyễn Phước Nguyên,10 Triệu ₫ / Tháng,59m2
195,3,1 Triệu 300K ₫ / Tháng,0m2
196,3,1 Triệu 800K ₫ / Tháng,20m2
197,3,1 Triệu 300K ₫ / Tháng,7m2
198,3,1 Triệu ₫ / Tháng,7m2
199,3,0 ₫ / Tháng,18m2
200,3,1 Triệu 300K ₫ / Tháng,7m2
201,3,1 Triệu 800K ₫ / Tháng,20m2
202,3,1 Triệu 800K ₫ / Tháng,20m2
203,3,0 ₫ / Tháng,7m2
204,3,1 Triệu 800K ₫ / Tháng,20m2
205,"100 phan văn định, liên chiễu",8 Triệu ₫ / Tháng,23m2
206,3,1 Triệu ₫ / Tháng,7m2
207,3,1 Triệu 400K ₫ / Tháng,18m2
208,71 Bùi Xương Tự,1 Triệu 400K ₫ / Tháng,24m2
209,"81 Đoàn Hữu Trưng, Hoà An",1000 ₫ / Tháng,12m2
210,3,0 ₫ / Tháng,7m2
211,3,1 Triệu 700K ₫ / Tháng,16m2
212,3,1 Triệu ₫ / Tháng,7m2
213,3,1 Triệu 800K ₫ / Tháng,18m2
214,3,1 Triệu 700K ₫ / Tháng,16m2
215,3,1 Triệu 500K ₫ / Tháng,10m2
216,3,1 Triệu 300K ₫ / Tháng,7m2
217,3,1 Triệu ₫ / Tháng,10m2
218,3,1 Triệu ₫ / Tháng,10m2
219,3,1 Triệu 300K ₫ / Tháng,7m2
220,3,1 Triệu ₫ / Tháng,7m2
221,3,1 Triệu 500K ₫ / Tháng,16m2
222,Đường tô hiến thành,1 Triệu 200K ₫ / Tháng,20m2
223,3,1 Triệu 200K ₫ / Tháng,10m2
224,3,1 Triệu 800K ₫ / Tháng,20m2
225,41 hóa mỹ,0 ₫ / Tháng,0m2
226,100 hoài thanh,0 ₫ / Tháng,0m2
227,3,1 Triệu 800K ₫ / Tháng,20m2
228,3,1 Triệu ₫ / Tháng,10m2
229,3,1 Triệu ₫ / Tháng,10m2
230,3,1 Triệu 800K ₫ / Tháng,20m2
231,"18 Me hien, Thanh Khe, Da Nang",1 Triệu ₫ / Tháng,18m2
232,K18/15 ông ích Khiêm,3 Triệu ₫ / Tháng,33m2
233,10 Trần Văn Thành,2 Triệu 500K ₫ / Tháng,30m2
234,"26 Bình An 5, phường Hoà Cường Bắc, quận Hải Châu, tp Đà Nẵng",5 Triệu ₫ / Tháng,81m2
235,3,1 Triệu ₫ / Tháng,10m2
236,3,1 Triệu 500K ₫ / Tháng,18m2
237,06 Cống Quỳnh,1 Triệu 200K ₫ / Tháng,20m2
238,06 Cống Quỳnh,1 Triệu 200K ₫ / Tháng,20m2
239,3,1 Triệu 400K ₫ / Tháng,16m2
240,3,1 Triệu 300K ₫ / Tháng,10m2
241,3,1 Triệu 700K ₫ / Tháng,18m2
242,3,1 Triệu 100K ₫ / Tháng,10m2
243,3,1 Triệu 100K ₫ / Tháng,10m2
244,25 lương trúc đàm,0 ₫ / Tháng,0m2
245,24 bình minh 3,0 ₫ / Tháng,0m2
246,3,1 Triệu 400K ₫ / Tháng,16m2
247,3,1 Triệu 400K ₫ / Tháng,12m2
248,3,1 Triệu ₫ / Tháng,10m2
249,Dương khuê,1500 ₫ / Tháng,30m2
250,3,1 Triệu ₫ / Tháng,10m2
251,3,1 Triệu 300K ₫ / Tháng,10m2
252,3,1 Triệu 700K ₫ / Tháng,18m2
253,3,1 Triệu 100K ₫ / Tháng,10m2
254,3,1 Triệu 100K ₫ / Tháng,10m2
255,3,1 Triệu 400K ₫ / Tháng,18m2
256,3,1 Triệu ₫ / Tháng,10m2
257,3,1 Triệu 400K ₫ / Tháng,20m2
258,3,1 Triệu 200K ₫ / Tháng,12m2
259,3,1 Triệu 100K ₫ / Tháng,10m2
260,100 hoài thanh,0 ₫ / Tháng,0m2
261,3,0 ₫ / Tháng,10m2
262,3,1 Triệu 100K ₫ / Tháng,10m2
263,K408 Tôn Đản- K83 Bùi Hiển (Kiệt thông),2 Triệu 400K ₫ / Tháng,24m2
264,3,1 Triệu 250K ₫ / Tháng,10m2
265,3,1 Triệu 600K ₫ / Tháng,20m2
266,K408 Tôn Đản(k83 Bùi Hiển),2 Triệu 400K ₫ / Tháng,24m2
267,3,1 Triệu 900K ₫ / Tháng,18m2
268,3,1 Triệu 900K ₫ / Tháng,20m2
269,3,1 Triệu 900K ₫ / Tháng,20m2
270,3,1 Triệu 300K ₫ / Tháng,10m2
271,100 hoài thanh,1 Triệu 300K ₫ / Tháng,0m2
272,25 lương trúc đàm,0 ₫ / Tháng,0m2
273,"Đường Núi Thành, quận Hải Chau , Thành Phố Đà Nẵng",7 Triệu ₫ / Tháng,55m2
274,3,1 Triệu 250K ₫ / Tháng,10m2
275,3,1 Triệu 900K ₫ / Tháng,10m2
276,K98 đường Bà Huyện Thanh Quan,3 Triệu 500K ₫ / Tháng,40m2
277,"Hà bổng, sơn trà, đà nẵng",2 Triệu 500K ₫ / Tháng,30m2
278,41 hóa mỹ,0 ₫ / Tháng,0m2
279,24 bình minh 3,0 ₫ / Tháng,0m2
280,3,1 Triệu 250K ₫ / Tháng,10m2
281,3,1 Triệu 700K ₫ / Tháng,20m2
282,100 hoài thanh,14 Triệu ₫ / Tháng,0m2
283,24 bình minh 3,0 ₫ / Tháng,0m2
284,3,1 Triệu 500K ₫ / Tháng,18m2
285,3,1 Triệu 250K ₫ / Tháng,10m2
286,K21/6 Lê Hồng Phong,3 Triệu ₫ / Tháng,38m2
287,K21/6 Lê Hồng Phong,2 Triệu 500K ₫ / Tháng,30m2
288,K21/6 Lê Hồng Phong,2 Triệu 500K ₫ / Tháng,30m2
289,56 Ngô thị liễu,0 ₫ / Tháng,0m2
290,25 lương trúc đàm,0 ₫ / Tháng,0m2
291,3,1 Triệu 250K ₫ / Tháng,10m2
292,3,1 Triệu 300K ₫ / Tháng,10m2
293,3,1 Triệu 300K ₫ / Tháng,10m2
294,3,1 Triệu 500K ₫ / Tháng,18m2
295,137/14 Nguyễn Phước Nguyên,1 Triệu 500K ₫ / Tháng,25m2
296,14 Cẩmm Bắc 9,1 Triệu 700K ₫ / Tháng,18m2
297,100 hoài thanh,0 ₫ / Tháng,0m2
298,100 hoài thanh,0 ₫ / Tháng,0m2
299,3,1 Triệu 100K ₫ / Tháng,10m2
300,3,1 Triệu 100K ₫ / Tháng,10m2
301,3,1 Triệu 400K ₫ / Tháng,18m2
302,100 hoài thanh,0 ₫ / Tháng,0m2
303,56 ngô thị liễu,1 Triệu 400K ₫ / Tháng,0m2
304,3,1 Triệu 300K ₫ / Tháng,10m2
305,3,1 Triệu 400K ₫ / Tháng,18m2
306,3,1 Triệu 300K ₫ / Tháng,10m2
307,8 Hồ Hán Thương,2 Triệu ₫ / Tháng,50m2
308,38 Hải Sơn - Đà nẵng,800000 ₫ / Tháng,20m2
309,"274 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng",6 ₫ / Tháng,60m2
310,"136, Đỗ Đức Dục, An khê, Thanh khê.",2 Triệu ₫ / Tháng,25m2
311,3,1 Triệu 300K ₫ / Tháng,10m2
312,3,1 Triệu 400K ₫ / Tháng,20m2
313,654/4 Trưng nữ vương,1 Triệu ₫ / Tháng,15m2
314,3,1 Triệu 500K ₫ / Tháng,18m2
315,3,0 ₫ / Tháng,10m2
316,K267 ngô quyền,2 Triệu 300K ₫ / Tháng,20m2
317,3,1 Triệu 450K ₫ / Tháng,10m2
318,3,1 Triệu 250K ₫ / Tháng,10m2
319,62/4 bà huyện thanh quan,1 Triệu ₫ / Tháng,20m2
320,4/3 lưu quang thuận,2 Triệu 500K ₫ / Tháng,22m2
321,"Phan Bá Phiến, Sơn Trà",3 Triệu ₫ / Tháng,40m2
322,"136, Đỗ ĐỨC DỤC",2 Triệu ₫ / Tháng,25m2
323,3,1 Triệu 300K ₫ / Tháng,10m2
324,3,1 Triệu 250K ₫ / Tháng,10m2
325,Phan Bá Phiến,3 Triệu ₫ / Tháng,40m2
326,32 Nguyễn Tường Phổ,1 Triệu 200K ₫ / Tháng,18m2
327,463 Hải Phòng,2 Triệu 300K ₫ / Tháng,28m2
328,54 Hải Hồ,1 Triệu 500K ₫ / Tháng,23m2
329,39 Tô Hiệu,15 Triệu ₫ / Tháng,23m2
330,98 Nguyễn Sơn,1 Triệu 800K ₫ / Tháng,28m2
331,3,1 Triệu 250K ₫ / Tháng,10m2
332,3,1 Triệu 300K ₫ / Tháng,10m2
333,3,1 Triệu 300K ₫ / Tháng,10m2
334,3,1 Triệu 250K ₫ / Tháng,10m2
335,20 Mân Quang 8,2 Triệu ₫ / Tháng,50m2
336,3,1 Triệu 300K ₫ / Tháng,10m2
337,3,1 Triệu 600K ₫ / Tháng,10m2
338,25 lương trúc đàm,0 ₫ / Tháng,0m2
339,100 hoài thanh,0 ₫ / Tháng,0m2
340,3,1 Triệu 300K ₫ / Tháng,10m2
341,3,1 Triệu 250K ₫ / Tháng,10m2
342,3,1 Triệu 500K ₫ / Tháng,20m2
343,3,1 Triệu 300K ₫ / Tháng,10m2
344,25 lương trúc đàm,1 Triệu 900K ₫ / Tháng,0m2
345,100 hoài thanh,1 Triệu 250K ₫ / Tháng,0m2
346,263 nguyễn lương bằng,1 Triệu 500K ₫ / Tháng,25m2
347,3,1 Triệu 300K ₫ / Tháng,10m2
348,3,1 Triệu 500K ₫ / Tháng,20m2
349,02-04 Đa Mặn 5 - Ngũ Hành Sơn,3 Triệu ₫ / Tháng,30m2
350,3,1 Triệu 500K ₫ / Tháng,20m2
351,3,1 Triệu 300K ₫ / Tháng,7m2
352,68/12 bùi tá hán,1 Triệu 600K ₫ / Tháng,0m2
353,3,1 Triệu 600K ₫ / Tháng,20m2
354,3,1 Triệu 250K ₫ / Tháng,7m2
355,218 hoàng văn thái,0 ₫ / Tháng,70m2
356,25 lương trúc đàm,0 ₫ / Tháng,0m2
