,Location,Price,Area
27,"Cho thuê phòng trọ đường Lê Thanh Nghị, Hòa Cường Nam, Hải Châu, Đà Nẵng.",Thoả thuận,25 m2
28,"Cho thuê phòng trọ đường Hà Huy Tập, Hòa Khê, Thanh Khê, Đà Nẵng",2 triệu,KXĐ
29,"Cho thuê phòng trọ đường Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng",1 triệu,KXĐ
30,"Cho thuê trọ đường Đô Đốc Bảo, Hòa Xuân, Cẩm Lệ, Đà Nẵng","1,8 triệu",KXĐ
31,"Cho thuê phòng trọ đường Bùi Công Trừng, Hoà Xuân, Cẩm Lệ, Đà Nẵng","1,8 triệu",25m2 m2
32,"Cho thuê trọ đường Tôn Đức Thắng, Hòa Minh, Liên Chiểu, Đà Nẵng",2 triệu,25 m2
33,"Cho thuê phòng trọ đường Nguyễn Khoa Chiêm, Hoà Thọ Đông, Cẩm Lệ, Đà Nẵng",3 triệu,KXĐ
34,"Cho thuê phòng trọ đường Phạm Nhữ Tăng, Hoà Khê, Thanh Khê, Đà Nẵng",1 triệu,KXĐ
35,"Cho thuê phòng trọ đường Huỳnh Văn Nghệ, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng","1,7 triệu",KXĐ
36,"Cho thuê phòng trọ đường Nguyễn Nhược Pháp, Hoà Minh, Liên Chiểu, Đà Nẵng.","1,8 triệu",KXĐ
37,"Cho thuê phòng trọ đường Lưu Quang Thuận, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng","1,8 triệu",KXĐ
38,"Cho thuê trọ đường Đậu Quang Lĩnh, Hòa Xuân, Cẩm Lệ, Đà Nẵng","2,2 triệu",21 m2
39,"Cho thuê trọ đường Nguyễn Huy Tưởng, Hòa Minh, Liên Chiểu, Đà Nẵng","1,8 triệu",KXĐ
40,"Cho thuê phòng trọ đường Tôn Đức Thắng, Hoà Minh, Liên Chiểu, Đà Nẵng",2 triệu,KXĐ
41,"Cho thuê phòng trọ đường Mai Đăng Chơn, Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","1,2 triệu",KXĐ
42,"Cho thuê phòng trọ đường Thái Thị Bôi, Chính Gián, Thanh Khê, Đà Nẵng","1,6 triệu",KXĐ
43,"Cho thuê phòng trọ đường Văn Tiến Dũng, Hoà Xuân, Cẩm Lệ, Đà Nẵng","1,5 triệu",KXĐ
44,"Cho thuê phòng trọ đường Mai Lão Bạng, Thuận Phước, Hải Châu, Đà Nẵng.",Thoả thuận,KXĐ
45,"Cho thuê phòng trọ đường Sơn Thủy Đông 3, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,5 triệu",40 m2
46,"Cho thuê phòng trọ đường Đà Sơn, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng","1,3 triệu",KXĐ
47,"Cho thuê phòng trọ đường Trưng Nữ Vương, Hòa Thuận Nam, Hải Châu, Đà Nẵng",3 triệu,30 m2
48,"Cho thuê phòng trọ đường Cù Chính Lan, Thanh Khê Đông, Thanh Khê, Đà Nẵng",3 triệu,KXĐ
49,"Cho thuê phòng trọ đường Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng",2 triệu,KXĐ
50,"Cho thuê phòng trọ đường Núi Thành, Hòa Cường Bắc, Hải Châu, Đà Nẵng","2,2 triệu",KXĐ
51,"Cho thuê phòng trọ đường Phạm Như Xương, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng.","1,5 triệu",KXĐ
52,"Cho thuê phòng trọ đường Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng","2,2 triệu",KXĐ
53,"Cho thuê phòng trọ đường Nguyễn Văn Thoại, Phước Mỹ, Sơn Trà, Đà Nẵng","2,5 triệu",KXĐ
54,"Cho thuê phòng trọ đường Nguyễn Phước Nguyên, An Khê, Thanh Khê, Đà Nẵng","1,6 triệu",KXĐ
55,"Cho thuê phòng trọ đường Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng.","2,2 triệu",KXĐ
56,"Cho thuê phòng trọ đường Trưng Nữ Vương, Hòa Thuận Nam, Hải Châu, Đà Nẵng",Thoả thuận,KXĐ
57,"Cho thuê phòng trọ đường Lê Văn Hiến, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","1,5 triệu",KXĐ
58,"Cho thuê phòng trọ đường Thanh Tân, Thanh Khê Đông, Thanh Khê, Đà Nẵng","1,7 triệu",KXĐ
59,"Cho thuê phòng trọ đường Dũng Sĩ Thanh Khê, Thanh Khê Tây, Thanh Khê, Đà Nẵng",800 nghìn,KXĐ
60,"Cho thuê phòng trọ đường Dũng Sĩ Thanh Khê, Thanh Khê Đông, Thanh Khê, Đà Nẵng",Thoả thuận,KXĐ
61,"Cho thuê phòng trọ đường Nguyễn Công Trứ, Sơn Trà, Đà Nẵng","2,5 triệu",25m2 m2
62,"Cho thuê phòng trọ đường Lưu Quang Thuận, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng","2,2 triệu",20 m2
63,"Cho thuê phòng trọ đường Thích Quảng Đức, Hòa Minh, Liên Chiểu, Đà Nẵng","1,8 triệu",KXĐ
64,"Cho thuê phòng trọ đường Đô Đốc Lân, Hoà Xuân, Cẩm Lệ, Đà Nẵng","1,79 triệu",KXĐ
65,"Cho thuê phòng trọ số 100 Trường Chinh, Hoà An, Cẩm Lệ, Đà Nẵng","1,5 triệu",KXĐ
66,"Cho thuê phòng trọ đường Nam Cao, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng",Thoả thuận,KXĐ
67,"Cho thuê phòng trọ đường Trần Huy Liệu, phường Khuê Trung, Cẩm Lệ, Đà Nẵng","2,5 triệu",25m2 m2
68,"Cho thuê phòng trọ đường Lê Vĩnh Huy, Hoà Cường Bắc, Hải Châu, Đà Nẵng",Thoả thuận,KXĐ
69,"Cho thuê phòng trọ đường Trần Văn Ơn, Phường Hòa An, Cẩm Lệ, Đà Nẵng",2 triệu,KXĐ
70,"Cho thuê phòng trọ đường Phạm Thế Hiển, Khuê Trung, Cẩm Lệ, Đà Nẵng","2,2 triệu",KXĐ
71,"Cho thuê phòng trọ đường Nguyễn Phước Nguyên, Hòa Khê, Thanh Khê, Đà Nẵng","1,7 triệu",KXĐ
72,"Cho thuê phòng trọ đường Nguyễn Trọng Nghĩa, Sơn Trà, Đà Nẵng",3 triệu,90 m2
73,"Cho thuê phòng trọ đường Bình Minh 3, Bình Thuận, Hải Châu, Đà Nẵng","1,49 triệu",KXĐ
74,"Cho thuê phòng trọ đường Hoàng Đức Lương, An Hải Bắc, Sơn Trà, Đà Nẵng","1,5 triệu",40 m2
75,"Cho thuê phòng trọ đường Hoàng Văn Thái, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng",2 triệu,20 m2
76,"Cho thuê phòng trọ đường Lê Hữu Trác, An Hải Đông, Sơn Trà, Đà Nẵng","2,5 triệu",22 m2
77,"Cho thuê phòng trọ đường Đà Sơn, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng","1,4 triệu",KXĐ
78,"Cho thuê phòng trọ đường Trần Văn Giáp, Hoà Cường Bắc, Hải Châu, Đà Nẵng",2 triệu,23 m2
79,"Cho thuê phòng trọ đường Phạm Như Xương, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng",1 triệu,KXĐ
80,"Cho thuê phòng trọ đường Hàn Mặc Tử, Thuận Phước, Hải Châu, Đà Nẵng","1,5 triệu",KXĐ
81,"Cho thuê phòng trọ đường Đồng Kè, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng","1,4 triệu",KXĐ
82,"Cho thuê phòng trọ đường Bình An 7, Hòa Cường Bắc, Hải Châu, Đà Nẵng.","2,6 triệu",KXĐ
83,"Cho thuê phòng trọ đường Nguyễn Cơ Thạch, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,25 m2
84,"Cho thuê phòng trọ đường Chương Dương, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng","2,9 triệu",23 m2
85,"Cho thuê phòng trọ đường Trường Chinh, An Khê, Thanh Khê, Đà Nẵng","1,5 triệu",KXĐ
86,"Cho thuê phòng trọ đường Dũng Sĩ Thanh Khê, Thanh Khê Đông, Thanh Khê, Đà Nẵng","1,5 triệu",KXĐ
87,"Cho thuê phòng trọ đường Trưng Nữ Vương, Bình Hiên, Hải Châu, Đà Nẵng","2,5 triệu",KXĐ
88,"Cho thuê phòng trọ đường Nguyễn Khoa Chiêm, Hoà Phát, Cẩm Lệ, Đà Nẵng",Thoả thuận,KXĐ
89,"Cho thuê phòng trọ đường Yên Khê 2, Thanh Khê Đông, Thanh Khê, Đà Nẵng",2 triệu,KXĐ
90,"Cho thuê phòng trọ đường Cẩm Bắc 8, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",2 triệu,KXĐ
91,"Cho thuê phòng trọ đường Nguyễn Công Hoan, Hoà An, Cẩm Lệ, Đà Nẵng",Thoả thuận,27 m2
92,"Cho thuê phòng trọ đường Dũng Sĩ Thanh Khê, Thanh Khê Tây, Thanh Khê, Đà Nẵng","1,6 triệu",KXĐ
93,"Bán đất phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,9 tỷ","163,6 m2"
94,"Cho thuê phòng trọ đường Lý Văn Phức, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,18 m2
95,"Cho thuê phòng trọ đường Đỗ Bá, Mỹ An, Ngũ Hành Sơn, Đà Nẵng","1,5 triệu",KXĐ
96,"Cho thuê phòng trọ đường Đỗ Thúc Tịnh, Khuê Trung, Cẩm Lệ, Đà Nẵng",Thoả thuận,KXĐ
97,"Cho thuê phòng trọ đường Trưng Nữ Vương, Bình Hiên, Hải Châu, Đà Nẵng","2,6 triệu",KXĐ
98,"Cho thuê phòng trọ đường Lưu Trọng Lư, Hòa Cường Nam, Hải Châu, Đà Nẵng",3 triệu,30 m2
99,"Cho thuê phòng trọ đường Nguyễn Hữu Thọ, Khuê Trung, Cẩm Lệ, Đà Nẵng",Thoả thuận,KXĐ
100,"Cho thuê phòng trọ đường Lê Thanh Nghị, Hòa Cường, Hải Châu, Đà Nẵng","1,2 triệu",KXĐ
101,"Cho thuê phòng trọ đường Hà Tông Quyền, Khuê Trung, Cẩm Lệ, Đà Nẵng","2,8 triệu",30 m2
102,"Cho thuê phòng trọ đường Trung Hòa 1, Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",1 triệu,12 m2
103,"Cho thuê phòng trọ đường Nguyễn Đình Chiểu, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,KXĐ
104,"Cho thuê phòng trọ kiệt Dũng Sĩ Thanh Khê, Thanh Khê, Đà Nẵng","2,2 triệu",20m2       m2
105,"Cho thuê phòng trọ đường Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng","1,8 triệu",KXĐ
106,"Cho thuê phòng trọ đường Trung Lương 14, Hòa Xuân, Cẩm Lệ, Đà Nẵng",Thoả thuận,25 m2
107,"Cho thuê phòng trọ Kiệt Chế Lan Viên, Mỹ An, Ngũ Hành Sơn, Đà Nẵng","2,5 triệu",KXD m2
108,"Cho thuê phòng trọ đường Nguyễn Tất Thành, Xuân Hà, Thanh Khê, Đà Nẵng","1,5 triệu",KXĐ
109,"Cho thuê phòng trọ đường Lê Hữu Trác, Sơn Trà, Đà Nẵng","2,2 triệu",15m2 m2
110,"Cho thuê phòng trọ đường  Ngô Quyền, Sơn Trà, Đà Nẵng",2 triệu,27-30m2 m2
111,"Cho thuê phòng trọ đường Ngô Quyền, An Hải Tây, Sơn Trà, Đà Nẵng",3 triệu,KXĐ
112,"Cho thuê phòng trọ đường Hoàng Văn Thái, Liên Chiểu, Đà Nẵng",2 triệu,16m2 m2
113,"Cho thuê phòng trọ đường Huỳnh Ngọc Huệ, An Khê, Thanh Khê, Đà Nẵng","3,5 triệu",30m2 m2
114,"Cho thuê phòng trọ đường Núi Thành, Hải Châu, Đà Nẵng","2,2 triệu",20m2 m2
115,"Cho thuê phòng trọ đường Mẹ Thứ, Cẩm Lệ, Đà Nẵng",2 triệu,25m2 m2
116,"Cho thuê phòng trọ đường Phước Lý 2, Hoà Minh, Cẩm Lệ, Đà Nẵng","1,7 triệu",KXĐ
117,"Cho thuê phòng trọ đường Trần Cao Vân, Thanh Khê Tây, Thanh Khê, Đà Nẵng","1,5 triệu",15 m2
118,"Cho thuê phòng trọ đường  Khuê Mỹ Đông 7, Ngũ Hành Sơn , Đà Nẵng",2 triệu,20m2 m2
119,"Cho thuê phòng trọ đường Ngô Quyền, An Hải Bắc, Sơn Trà, Đà Nẵng",2 triệu,KXĐ
120,"Cho thuê phòng trọ đường Phan Huy Thực, Nại Hiên Đông, Sơn Trà, Đà Nẵng","2,5 triệu",KXĐ
121,"Bán dãy trọ Hòa An, Cẩm Lệ, Đà Nẵng",Thoả thuận,114 m2
122,"Cho thuê phòng trọ đường Vũ Đình Liên, Hoà Xuân, Cẩm Lệ, Đà Nẵng",Thoả thuận,KXĐ
123,"Cho thuê phòng trọ đường Nguyễn Tri Phương, Hòa Thuận Đông, Hải Châu, Đà Nẵng",2 triệu,20 m2
124,"Cho thuê phòng trọ đường Phạm Văn Bạch, Hoà Cường Nam, Hải Châu, Đà Nẵng",Thoả thuận,KXĐ
125,"Cho thuê phòng trọ đường Mỹ An 23, Mỹ An, Ngũ Hành Sơn, Đà Nẵng","2,1 triệu",KXĐ
126,"Cho thuê phòng trọ đường Âu Cơ, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng",2 triệu,24m2 m2
127,"Cho thuê phòng trọ đường Điện Biên Phủ, Quận Thanh Khê, Đà Nẵng",3 triệu,KXĐ
128,"Cho thuê phòng trọ đường Nguyễn Kiều, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng",Thoả thuận,25 m2
129,"Cho thuê phòng trọ đường Tiểu La, Hoà Cường Bắc, Hải Châu, Đà Nẵng","1,8 triệu",KXĐ
130,"Cho thuê phòng trọ Nguyễn Thị Bảy, Thanh Khê Tây, Liên Chiểu, Đà Nẵng","1,7 triệu",12m2 - 14m2  m2
131,"Cho thuê phòng trọ đường An Nhơn 3, An Hải, An Hải Bắc, Sơn Trà, Đà Nẵng","3,6 triệu",KXĐ
132,"Cho thuê phòng trọ đường Đặng Như Mai, Hoà An, Cẩm Lệ, Đà Nẵng","1,8 triệu",20 m2
133,"Cho thuê phòng trọ đường Phan Huy Thực, Nại Hiên Đông, Sơn Trà, Đà Nẵng","2,5 triệu",KXĐ
134,"Cho thuê phòng trọ đường An Trung Đông 7, An Hải Bắc, Sơn Trà, Đà Nẵng",2 triệu,16 m2
135,"Cho thuê phòng trọ đường Hà Thị Thân, An Hải Tây, Sơn Trà, Đà Nẵng",3 triệu,18 m2
136,"Cho thuê phòng trọ đường Cầm Bá Thước, Hoà Cường Bắc, Hải Châu, Đà Nẵng",Thoả thuận,22 m2
137,"Cho thuê phòng trọ đường Trần Cao Vân, Tam Thuận, Thanh Khê, Đà Nẵng",2 triệu,KXĐ
138,"Cho thuê phòng trọ đường Lê Đình Lý, Vĩnh Trung, Thanh Khê, Đà Nẵng","1,2 triệu",KXĐ
139,"Cho thuê phòng trọ đường Nguyễn Xuân Hữu, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","1,3 triệu",KXĐ
140,"Cho thuê phòng trọ đường Hải Phòng, Chính Gián, Thanh Khê, Đà Nẵng","2,8 triệu",25 m2
141,"Cho thuê phòng trọ đường Trần Phú, Hải Châu 1, Hải Châu, Đà Nẵng","1,9 triệu",KXĐ
142,"Cho thuê phòng trọ đường Thanh Lương 22, Hoà Xuân, Cẩm Lệ, Đà Nẵng","2,5 triệu",20 m2
143,"Cho thuê phòng trọ đường Lâm Nhĩ, Hoà An, Cẩm Lệ, Đà Nẵng","1,5 triệu",25 m2
144,"Cho thuê phòng trọ đường Đá Mộc 5, Hoà Minh, Liên Chiểu, Đà Nẵng","2,3 triệu",KXĐ
145,"Cho thuê phòng trọ đường Phạm Viết Chánh, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","1,8 triệu",KXĐ
146,"Cho thuê phòng trọ đường Lê Hữu Trác, An Hải Đông, Sơn Trà, Đà Nẵng",Thoả thuận,KXĐ
147,"Cho thuê phòng trọ đường Nguyễn Công Trứ, Phước Mỹ, Sơn Trà, Đà Nẵng",2 triệu,KXĐ
148,"Cho thuê phòng trọ đường Ông Ích Khiêm, Hải Châu 2, Hải Châu, Đà Nẵng","2,2 triệu",23 m2
149,"Cho thuê phòng trọ đường Phạm Văn Bạch, Hòa Cường Nam, Hải Châu, Đà Nẵng",Thoả thuận,KXĐ
150,"Cho thuê phòng trọ đường Trường Chinh, An Khê, Cẩm Lệ, Đà Nẵng","1,8 triệu",KXĐ
151,"Cho thuê phòng trọ đường Nguyễn Lương Bằng, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng",Thoả thuận,40 m2
152,"Cho thuê phòng trọ đường Trưng Nữ Vương, Hòa Thuận Đông, Hải Châu, Đà Nẵng",Thoả thuận,KXĐ
153,"Cho thuê phòng trọ đường Trần Hữu Trang, Hòa Cường Bắc, Hải Châu, Đà Nẵng","1,5 triệu",KXĐ
154,"Cho thuê phòng trọ đường Ông Ích Khiêm, Thanh Bình, Hải Châu, Đà Nẵng","2,5 triệu",KXĐ
155,"Cho thuê phòng trọ đường Mai Dị, Hòa Cường, Hải Châu, Đà Nẵng",Thoả thuận,27 m2
156,"Cho thuê phòng trọ đường Phan Thị Nể, Hòa Minh, Liên Chiểu, Đà Nẵng","1,4 triệu",KXĐ
157,"Cho thuê phòng trọ đường Phan Huy Thực, Nại Hiên Đông, Sơn Trà, Đà Nẵng","2,5 triệu",KXĐ
158,"Cho thuê phòng trọ đường Phan Huy Thực, Nại Hiên Đông, Sơn Trà, Đà Nẵng.","2,5 triệu",KXĐ
159,"Cho thuê phòng trọ đường  29 Phước Lí 15, Hòa Minh, Liên Chiểu, Đà Nẵng",2 triệu,20 m2
160,"Cho thuê phòng trọ đường Trịnh Lỗi, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,KXĐ
161,"Cho thuê phòng trọ đường Cách Mạng Tháng Tám, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","1,6 triệu",18 m2
162,"Cho thuê phòng trọ đường Tiên Sơn 18, Hoà Cường Nam, Hải Châu, Đà Nẵng","2,9 triệu",KXĐ
163,"Cho thuê phòng trọ đường Hóa Mỹ, Khuê Trung, Cẩm Lệ, Đà Nẵng","1,9 triệu",17 m2
164,"Cho thuê phòng trọ đường Đà Sơn, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng","1,5 triệu",32 m2
165,"Cho thuê phòng trọ đường Dũng Sĩ Thanh Khê, Thanh Khê Tây, Thanh Khê, Đà Nẵng","1,8 triệu",KXĐ
166,"Cho thuê phòng trọ đường Phạm Văn Bạch, Hoà Cường Nam, Hải Châu, Đà Nẵng","2,5 triệu",KXĐ
167,"Cho thuê phòng trọ đường Lỗ Giáng, Hòa Xuân, Cẩm Lệ, Đà Nẵng","1,3 triệu",20 m2
168,"Cho thuê phòng trọ đường Khái Tây 1, Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,18 m2
169,"Cho thuê phòng trọ đường Nguyễn Thị Cận, Hòa An, Cẩm Lệ, Đà Nẵng","1,5 triệu",KXĐ
170,"Cho thuê phòng trọ đường Hồ Biểu Chánh, Hoà Cường Nam, Hải Châu, Đà Nẵng.",3 triệu,KXĐ
171,"Cho thuê phòng trọ đường Phước Lý 20, Hòa Minh, Liên Chiểu, Đà Nẵng","1,6 triệu",KXĐ
172,"Cho thuê phòng trọ đường Dũng Sĩ Thanh Khê, Thanh Khê Tây, Thanh Khê, Đà Nẵng","1,8 triệu",KXĐ
173,"Cho thuê phòng trọ đường Chương Dương, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng","2,8 triệu",KXĐ
174,"Cho thuê phòng trọ đường Phan Bá Phiến, Thọ Quang, Sơn Trà, Đà Nẵng","1,5 triệu",20 m2
175,"Cho thuê phòng trọ đường Lê Nổ, Hòa Cường Nam, Hải Châu, Đà Nẵng",Thoả thuận,KXĐ
176,"Cho thuê phòng trọ đường Đặng Huy Trứ , Hoà Minh, Liên Chiểu, Đà Nẵng","2,5 triệu",KXĐ
177,"Cho thuê phòng trọ đường Chế Lan Viên, Mỹ An, Ngũ Hành Sơn, Đà Nẵng",2 triệu,KXĐ
178,"Cho thuê phòng trọ đường Lê Hữu Trác, An Hải Đông, Sơn Trà, Đà Nẵng","1,95 triệu",KXĐ
179,"Cho thuê phòng trọ đường Lương Thế Vinh, An Hải Đông, Sơn Trà, Đà Nẵng",Thoả thuận,KXĐ
180,"Cho thuê phòng trọ đường Châu Thị Vĩnh Tế, Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,KXĐ
181,"Cho thuê phòng trọ đường Lương Trúc Đàm, Hòa Minh, Liên Chiểu, Đà Nẵng",2 triệu,KXĐ
182,"Cho thuê phòng trọ đường Nguyễn Văn Thoại, Bắc Phú Mỹ, Ngũ Hành Sơn, Đà Nẵng",1 triệu,KXĐ
183,"Cho thuê phòng trọ đường Hoài Thanh, Bắc Phú Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thoả thuận,KXĐ
184,"Cho thuê phòng trọ đường Cách Mạng Tháng Tám, Hòa Cường Bắc, Hải Châu, Đà Nẵng","1,5 triệu",KXĐ
185,"Cho thuê phòng trọ đường 3 tháng 2, Thuận Phước, Hải Châu, Đà Nẵng",1 triệu,KXĐ
186,"Cho thuê phòng trọ đường Thủy Sơn 1, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,7 triệu",KXĐ
187,"Cho thuê phòng trọ đường Phước Lý 20, Hòa Minh, Liên Chiểu, Đà Nẵng","1,7 triệu",KXĐ
188,"Cho thuê phòng trọ đường Nguyễn Tri Phương, Hòa Thuận Đông, Hải Châu, Đà Nẵng","3,2 triệu",KXĐ
189,"Cho thuê phòng trọ đường Nguyễn Đình Chiểu, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","1,8 triệu",KXĐ
190,"Cho thuê phòng trọ đường An Thượng 5, Mỹ An, Ngũ Hành Sơn, Đà Nẵng","2,4 triệu",KXĐ
191,"Cho thuê phòng trọ đường Đá Mộc 5, Hoà Minh, Liên Chiểu, Đà Nẵng",2 triệu,KXĐ
192,"Cho thuê phòng trọ đường Phạm Văn Bạch, Hoà Cường Nam, Hải Châu, Đà Nẵng","1,5 triệu",25 m2
193,"Cho thuê phòng trọ đường Tế Hanh, Hòa Xuân, Cẩm Lệ, Đà Nẵng","1,5 triệu",KXĐ
194,"Cho thuê phòng trọ đường Bùi Công Trừng, Hoà Xuân, Cẩm Lệ, Đà Nẵng",2 triệu,KXĐ
195,"Cho thuê phòng trọ đường Nguyễn Đình Hoàn, Nại Hiên Đông, Sơn Trà, Đà Nẵng",2 triệu,20 m2
196,"Cho thuê phòng trọ đường Nhơn Hòa Xuân, Hòa Xuân, Cẩm Lệ, Đà Nẵng",2 triệu,35 m2
197,"Cho thuê phòng trọ đường Bùi Vịnh, Hoà Thọ Đông, Cẩm Lệ, Đà Nẵng",2 triệu,KXĐ
198,"Cho thuê phòng trọ đường Hoàng Diệu, Bình Hiên, Hải Châu, Đà Nẵng","2,5 triệu",25 m2
199,"Cho thuê phòng trọ đường Nguyễn Thị Cận, Hoà An, Cẩm Lệ, Đà Nẵng","1,7 triệu",KXĐ
200,"Cho thuê phòng trọ đường Núi Thành, Hòa Cường Nam, Hải Châu, Đà Nẵng","1,7 triệu",KXĐ
201,"Bán nhà kiệt đường Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng","2,35 tỷ",40 m2
202,"Cho thuê phòng trọ đường Đà Sơn, Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",2 triệu,40 m2
203,"Cho thuê phòng trọ đường Trần Huy Liệu, Khuê Trung, Cẩm Lệ, Đà Nẵng",Thoả thuận,23 m2
