,Location,Price,Area
21,"03, Mẹ Hiền, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng",20 m²
22,"Trần Cao Vân, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",4 triệu/tháng,162 m²
23,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,2 triệu/tháng",20 m²
24,"Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","1,6 triệu/tháng",15 m²
25,"kiệt 249, Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng",16 m²
26,"151/30, Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800 ngàn/tháng,20 m²
27,"Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","2,7 triệu/tháng",25 m²
28,"74 Lý Thái Tổ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng",30 m²
29,"Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng",22 m²
30,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","2,2 triệu/tháng",25 m²
31,"Đường Thanh Vinh 10, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800 ngàn/tháng,20 m²
32,"105 Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng",30 m²
33,"Đường Bàu Làng, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng","1,2 triệu/tháng",15 m²
34,"Khu Công Nghiệp Hòa Cầm, Đường Số 3, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",700 ngàn/tháng,15 m²
35,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Thanh Khê, Đà Nẵng",2 triệu/tháng,25 m²
36,"525/5B, Cách Mạng Tháng Tám, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng",27 m²
37,"Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng,55 m²
38,"Đường Hà Huy Tập, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng",20 m²
39,"Đường Núi Thành, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","2,3 triệu/tháng",16 m²
40,"Cách mạng tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,6 triệu/tháng",20 m²
41,"H02/10 Văn Cao, Hẻm K01 Đường Văn Cao, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng",23 m²
42,"Mê Linh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",20 m²
43,"17, Chơn Tâm, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng,15 m²
44,"Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng,55 m²
45,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800 ngàn/tháng,20 m²
46,"Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",600 ngàn/tháng,15 m²
47,"Đường Hòa Minh 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",25 m²
48,"Đường Phạm Như Xương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",900 ngàn/tháng,20 m²
49,"Đường Lê Đình Lý, Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng","3,3 triệu/tháng",35 m²
50,"K58/47/8 Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","2,6 triệu/tháng",30 m²
51,"16, dong khoi, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng,36 m²
52,"Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",900 ngàn/tháng,4 m²
53,"Đường Thanh Vinh 16, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng","1,9 triệu/tháng",30 m²
54,"Đường Phan Bá Vành, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng","2,2 triệu/tháng",20 m²
55,21 Thanh Vinh 16 – Hoà Khánh Bắc – quận Liên Chiểu – Đà Nẵng,"1,9 triệu/tháng",30 m²
56,"50 Phạm Thiều, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,20 m²
57,"249/73 Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng",25 m²
58,"k144/h74/8 Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",18 m²
59,"Đường Đỗ Đăng Tuyển, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,7 triệu/tháng",25 m²
60,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",900 ngàn/tháng,20 m²
61,"47/14, Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng,35 m²
62,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng",30 m²
63,"Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",900 ngàn/tháng,3 m²
64,"32, Thuận An 6, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",3 triệu/tháng,23 m²
65,"Quang Trung, Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",30 m²
66,"Hẻm 58/1 Võ Văn Tần, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","1,6 triệu/tháng",20 m²
67,"đường nguyễn huy tưởng, phường hòa minh, quận liên chiểu, đà nẵng",1 triệu/tháng,29 m²
68,"Nguễn, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",21 m²
69,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",29 m²
70,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",29 m²
71,"k541/17, Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,3 triệu/tháng",16 m²
72,"159, Huỳnh Tịnh Của, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,2 triệu/tháng",30 m²
73,"Đường Đoàn Thị Điểm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",30 m²
74,"Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng","4,5 triệu/tháng",35 m²
75,"Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","2,6 triệu/tháng",20 m²
76,"Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng,30 m²
77,"34/11, Đường Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","3,3 triệu/tháng",30 m²
78,"Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng",18 m²
79,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",29 m²
80,"Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","2,6 triệu/tháng",20 m²
81,"18/3, Nguyễn Đức An, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng","2,5 triệu/tháng",30 m²
82,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",3 triệu/tháng,40 m²
83,"K89/27B, Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","1,2 triệu/tháng",15 m²
84,"K814/83/3a, Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng","2,7 triệu/tháng",22 m²
85,"Kiệt 68 Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","3,6 triệu/tháng",22 m²
86,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng",35 m²
87,"49, Đường Phước Lý 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",14 m²
88,582 đường 2 tháng 9,2 triệu/tháng,40 m²
89,"34, Đường Vũ Trọng Hoàng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20 m²
90,"Lê Văn Hiến, 508, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,5 triệu/tháng",100 m²
91,"Kiệt 53 Đường 2 Tháng 9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",1 triệu/tháng,20 m²
92,"Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","6,5 triệu/tháng",240 m²
93,"485/2, Đường Cách Mạng Tháng Tám, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,40 m²
94,"Đường Bùi Kỷ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng",20 m²
95,"Đường Phạm Như Xương, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng","1,4 triệu/tháng",18 m²
96,"Đường Hà Huy Tập, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng",20 m²
97,"207/31, Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng",18 m²
98,"46, Đoàn Hữu Trưng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","4,1 tỷ",117 m²
99,4 Khánh An 4,2 triệu/tháng,25 m²
100,"Kiệt 21 Lê Hồng Phong, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng","2,2 triệu/tháng",25 m²
101,"Lê Văn Hiến, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,6 triệu/tháng",15 m²
102,"909/1, Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",1 triệu/tháng,51 m²
103,"Đường Ngô Thế Lân, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20 m²
104,"83, Đường Trần Văn Giáp, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",28 m²
105,"101, Đường Võ Duy Ninh, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng","2,5 triệu/tháng",30 m²
106,"77/6, Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,9 triệu/tháng",20 m²
107,"52, Đường Trung Nghĩa 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",24 m²
108,"Ông Ích Khiêm, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",800 ngàn/tháng,10 m²
109,"385, Đường Cách Mạng Tháng Tám, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng",25 m²
110,"70, Mỹ đa tây 10, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,8 triệu/tháng",28 m²
111,"231, Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",30 m²
112,Trần Hưng Đạo,"4,8 triệu/tháng",25 m²
113,"82, losbey, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","2,6 triệu/tháng",25 m²
114,"Phạm Cừ Lương, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng","3,6 triệu/tháng",60 m²
115,"Đinh Công Trứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,6 triệu/tháng",15 m²
116,"Đường Mê Linh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng",22 m²
117,"Kiệt 123 Cù chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","1,4 triệu/tháng",14 m²
118,"47, Đường Tản Đà, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","2,2 triệu/tháng",25 m²
119,"Nguyễn Minh Châu, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,7 triệu/tháng",18 m²
120,"Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,25 m²
121,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng,20 m²
122,"Đường Dương Bá Trạc, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",25 m²
123,"Đường Bàu Vàng 1, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng,15 m²
124,"33 Đinh Công Trứ, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,7 triệu/tháng",15 m²
125,"Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng",20 m²
126,"Hoà Khánh Băc, Quận Liên Chiểu, Đà Nẵng",4 triệu/tháng,55 m²
127,"141, Đường Vũ Đình Liên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,9 triệu/tháng",25 m²
128,"Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng","4,5 triệu/tháng",45 m²
129,"Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,7 triệu/tháng",15 m²
130,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng,35 m²
131,"82/43, Kiệt 82 Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",20 m²
132,"Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","3,5 triệu/tháng",75 m²
133,"nguyễn công hãng, Phường An Khê, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng",20 m²
134,"Đường Lê Hữu Trác, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,25 m²
135,"Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng,30 m²
136,"Đường Lê Văn Sỹ, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",4 triệu/tháng,30 m²
137,"Hồ Tùng Mậu, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng",25 m²
138,"An Tư Công Chúa, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","2,3 triệu/tháng",20 m²
139,"Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng",15 m²
140,"Đường Phước Lý 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng",22 m²
141,"88/48, Nguyễn Đức Trung, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng",25 m²
142,"73/4, Mẹ Suốt, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,3 triệu/tháng",20 m²
143,"đường phạm khiêm ích, phường khuê mỹ, quận ngũ hành sơn, đà nẵng",3 triệu/tháng,30 m²
144,"DT 602, Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng","1,3 triệu/tháng",30 m²
145,"võ văn ngân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng,45 m²
146,"Đường Cao Bá Đạt, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng","2,5 triệu/tháng",36 m²
147,"Đường Cao Bá Đạt, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng","2,5 triệu/tháng",36 m²
148,"Hà huy tập, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","2,7 triệu/tháng",30 m²
149,"2, Đội Cấn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20 m²
150,"77, Đường Phan Bá Phiến, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,6 triệu/tháng",22 m²
151,"Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,35 m²
152,"140, Đường Thanh Vinh 10, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng,25 m²
153,"Đường Thủy Sơn 5, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng,20 m²
154,"41, Đường Trần Kim Bảng, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,4 triệu/tháng",12 m²
155,"Kiệt 43 Phó Đức Chính, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng","1,75 triệu/tháng",25 m²
156,"03, Tôn Thất Đạm, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","4,5 triệu/tháng",40 m²
157,"Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,20 m²
158,"Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",20 m²
159,"Đường Đặng Hòa, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,25 m²
160,"Số 1, Đường Nguyễn Đăng Giai, Phường Thọ Quang, Sơn Trà, Đà Nẵng","1,2 triệu/tháng",400 m²
161,"Đối diện 755 Trường Chinh( Gần cầu Vượt Hòa Cầm), Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng",20 m²
162,"71 Đinh Châu, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng 550000, Việt Nam",300 ngàn/tháng,20 m²
163,"Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng","4,5 triệu/tháng",35 m²
164,"Đường Hòa An 23 Phường Hòa An, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng",25 m²
165,"909/1, Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",1 triệu/tháng,50 m²
166,"Kiệt 52 Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng",18 m²
167,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng",35 m²
168,"đường lê đình dương, phường hải châu ii, quận hải châu, đà nẵng",18 triệu/tháng,140 m²
169,lê đình dương,18 triệu/tháng,140 m²
170,"Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,4 triệu/tháng",18 m²
171,"380 Tôn Đức Thắng, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",2 triệu/tháng,35 m²
172,"Đường Lê Đỉnh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng",30 m²
173,"Đường đầu tiên song song Ng Tất Thành nối dài, Khu TDC Hoà Liên 5, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng","1,5 triệu/tháng",20 m²
174,"Đường Trưng Nữ Vương, Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng",20 m²
175,"Đường trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,60 m²
176,"Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",18 m²
177,"Lỗ Giáng 8, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,7 triệu/tháng",20 m²
178,"K58/H01/32, Võ văn tần, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng",12 m²
179,"141, Đường Vũ Đình Liên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,4 triệu/tháng",20 m²
180,"Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,4 triệu/tháng",18 m²
181,"39, Đường Phước Lý 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",18 m²
182,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,6 triệu/tháng",20 m²
183,"Ngã tư Lê Quảng Chí + Cồn dầu 14, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",23 m²
184,"K19/20, Đường Bùi Chát, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng",23 m²
185,"Phố Phan Đăng Lưu, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",2 triệu/tháng,25 m²
186,"Đường Nguyễn Phước Nguyên, Phường An Khê, Thanh Khê, Đà Nẵng","2,5 triệu/tháng",25 m²
187,"Phạm Văn Xảo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng","1,7 triệu/tháng",28 m²
188,"Đường Huỳnh Thúc Kháng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","3,5 triệu/tháng",30 m²
189,"k73/6, Đường Mẹ Suốt, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",4 triệu/tháng,40 m²
190,"249/83, Kiệt 249, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",3 triệu/tháng,30 m²
191,"Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",20 m²
192,"34 Tiên Sơn 20, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng",25 m²
193,"Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,30 m²
194,Vũng Thùng 3,16 triệu/tháng,124 m²
195,"Kiệt 33 Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng",12 m²
196,"Kiệt 717 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng",20 m²
197,Chính Hữu,3 triệu/tháng,20 m²
198,"đường võ như hưng, phường mỹ an, quận ngũ hành sơn, đà nẵng",3 triệu/tháng,25 m²
199,"Đường Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng",20 m²
200,"Lê Văn Hiến, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng",20 m²
201,"Đường Bà Bang Nhãn, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng,52 m²
202,"K294/16, Kiệt 294 Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","3,1 triệu/tháng",35 m²
203,"K 73/15, Đường Mẹ Suốt, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng",22 m²
204,"850/1, Hẻm 848 Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,35 m²
205,"Đường Cẩm Chánh 1, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",900 ngàn/tháng,20 m²
206,"20, Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng",30 m²
207,"Đường Thanh Vinh 4, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800 ngàn/tháng,25 m²
208,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng",3 triệu/tháng,25 m²
209,"Đường Nguyễn Khoái, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,30 m²
210,"01, nguyễn đăng giai, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,2 triệu/tháng",400 m²
211,"Giáng Nam 1, Hoà Phước, Hoà Vang, TP Đà Nẵng, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",800 ngàn/tháng,9 m²
212,"K22, Đường Đặng Thái Thân, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng",35 m²
