,Location,Price,Area
118,"kiệt 123/16 Đường Cù Chính Lan, Thanh Khê, Đà Nẵng",Thỏa thuận,25 m2
119,"Đường Duy Tân, Hải Châu, Đà Nẵng",3 triệu/tháng,15 m2
120,"209 Đường Ỷ Lan Nguyên Phi, Hải Châu, Đà Nẵng",Thỏa thuận,25 m2
121,"86 Đường Đà Sơn, Liên Chiểu, Đà Nẵng",1.6 triệu/tháng,30 m2
122,"12 Đường Lý Nhân Tông, Hải Châu, Đà Nẵng",2.5 triệu/tháng,20 m2
123,"K353 Đường Cách Mạng Tháng Tám, Cẩm Lệ, Đà Nẵng",1 triệu/tháng,19 m2
124,"Đường Phạm Hùng, Cẩm Lệ, Đà Nẵng",1.8 triệu/tháng,35 m2
125,"K814b/23 Đường Trần Cao Vân, Thanh Khê, Đà Nẵng",2.2 triệu/tháng,22 m2
126,"24 Đường Tự Đức, Liên Chiểu, Đà Nẵng",1.4 triệu/tháng,25 m2
127,"73 Đường Phú Lộc 10, Thanh Khê, Đà Nẵng",Thỏa thuận,20 m2
128,"K85/26 Đường Nguyễn Như Hạnh, Liên Chiểu, Đà Nẵng",1.2 triệu/tháng,22 m2
129,"Phường Hòa An, Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,20 m2
130,"Đường Nguyễn Du, Hải Châu, Đà Nẵng",2.5 triệu/tháng,25 m2
131,"56 Đường Nguyễn Nhược Pháp, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,25 m2
132,"K136 Đường Nguyễn Lương Bằng, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,22 m2
133,"Đường Bình An 7, Hải Châu, Đà Nẵng",Thỏa thuận,21 m2
134,"K18/19 Đường Nguyễn Văn Thoại, Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng,20 m2
135,"38 Đường Bùi Vịnh, Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,20 m2
136,"96 Phố Nam Cao, Liên Chiểu, Đà Nẵng",1.3 triệu/tháng,19 m2
137,"Đường Núi Thành, Hải Châu, Đà Nẵng",2 triệu/tháng,20 m2
138,"Đường Nguyễn Tất Thành, Thanh Khê, Đà Nẵng",2 triệu/tháng,20 m2
139,"Đường Nguyễn Tất Thành, Thanh Khê, Đà Nẵng",1.5 triệu/tháng,15 m2
140,"Đường Mai Lão Bạng, Hải Châu, Đà Nẵng",Thỏa thuận,25 m2
141,"41 Đường Hóa Mỹ, Cẩm Lệ, Đà Nẵng",1.9 triệu/tháng,17 m2
142,"Đường Hòa Nam 4, Liên Chiểu, Đà Nẵng",1.8 triệu/tháng,18 m2
143,"173 Phố Phùng Hưng, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,25 m2
144,"Đường Nguyễn Tri Phương, Thanh Khê, Đà Nẵng",1.4 triệu/tháng,15 m2
145,"Đường Chính Hữu, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",3.3 triệu/tháng,24 m2
146,"280 Đường Tôn Đản, Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20 m2
147,"Số 106 Đường Sơn Thủy Đông 3, Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20 m2
148,"72 Đường Đặng Như Mai, Cẩm Lệ, Đà Nẵng",900.000 đồng/tháng,15 m2
149,"K58/47/8 Đường Ông Ích Khiêm, Hải Châu, Đà Nẵng",2.2 triệu/tháng,22 m2
150,"98 Đường Lê Thước, Sơn Trà, Đà Nẵng",2 triệu/tháng,20 m2
151,"k517 Đường Cách Mạng Tháng Tám, Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,27 m2
152,"Đường Võ Văn Kiệt, Sơn Trà, Đà Nẵng",3.5 triệu/tháng,40 m2
153,"K70/27 Đường Bùi Tá Hán, Ngũ Hành Sơn, Đà Nẵng",1.8 triệu/tháng,18 m2
154,"1349 Đường Nguyễn Tất Thành, Thanh Khê, Đà Nẵng",Thỏa thuận,26 m2
155,"K34/19/9 Phố Thi Sách, Hải Châu, Đà Nẵng",2.5 triệu/tháng,25 m2
156,"39 Đường Nguyễn Khuyến, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,19 m2
157,"Đường Nguyễn Văn Huyên, Cẩm Lệ, Đà Nẵng",2.7 triệu/tháng,27 m2
158,"272/6B Đường Trần Cao Vân, Thanh Khê, Đà Nẵng",Thỏa thuận,25 m2
159,"K60/35 Đường Nguyễn Thành Hãn, Hải Châu, Đà Nẵng",2.2 triệu/tháng,22 m2
160,"311/2 Đường Nguyễn Hoàng, Hải Châu, Đà Nẵng",2 triệu/tháng,20 m2
161,"Đường Nguyễn Tất Thành, Thanh Khê, Đà Nẵng",2 triệu/tháng,24 m2
162,"K382/H37/11 Đường Núi Thành, Hải Châu, Đà Nẵng",2 triệu/tháng,19 m2
163,"Đường Đông Giang, Sơn Trà, Đà Nẵng",1.5 triệu/tháng,30 m2
164,"Phường Hòa Liên, Hòa Vang, Đà Nẵng",800.000 đồng/tháng,16 m2
165,"48 Đường Lê Phụ Trần, Sơn Trà, Đà Nẵng",Thỏa thuận,25 m2
166,"K166/2 Đường Điện Biên Phủ, Thanh Khê, Đà Nẵng",Thỏa thuận,25 m2
167,"1 Đường Nguyễn Minh Không, Liên Chiểu, Đà Nẵng",1.8 triệu/tháng,30 m2
168,"K227/71 Đường Nguyễn Văn Thoại, Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20 m2
169,"74 Đường Bùi Công Trừng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Thỏa thuận,25 m2
170,"k89/03 Đường Đồng Kè, Liên Chiểu, Đà Nẵng",700.000 đồng/tháng,16 m2
171,"Đường Cách Mạng Tháng Tám, Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20 m2
172,"Đường Hồ Xuân Hương, Ngũ Hành Sơn, Đà Nẵng",2.2 triệu/tháng,20 m2
173,"88 Đường Hồ Nguyên Trừng, Hải Châu, Đà Nẵng",1.8 triệu/tháng,18 m2
174,"122 Đường Nguyễn Phong Sắc, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",1.7 triệu/tháng,30 m2
175,"463/21 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",Thỏa thuận,20 m2
176,"308/16 Đường Hoàng Diệu, Hải Châu, Đà Nẵng",1.8 triệu/tháng,18 m2
177,"Phố Đỗ Quang, Phường Vĩnh Trung, Thanh Khê, Đà Nẵng",2.5 triệu/tháng,20 m2
178,"86 Đường Đà Sơn, Liên Chiểu, Đà Nẵng",1.8 triệu/tháng,40 m2
179,"81/8 Đường Phạm Như Xương, Liên Chiểu, Đà Nẵng",1.1 triệu/tháng,16 m2
180,"Đường Nguyễn Cơ Thạch, Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,25 m2
181,"16 Đường Trịnh Đình Thảo, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Thỏa thuận,20 m2
182,"Đường Võ Như Hưng, Ngũ Hành Sơn, Đà Nẵng",2.5 triệu/tháng,30 m2
183,"402/6 Đường Tô Hiệu, Liên Chiểu, Đà Nẵng",Thỏa thuận,20 m2
184,"Ngõ sau 11 Đường Phong Bắc 1, Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20 m2
185,"Đường Trương Văn Hiến, Ngũ Hành Sơn, Đà Nẵng",2.8 triệu/tháng,35 m2
186,"447/1 Phố Tôn Đức Thắng, Liên Chiểu, Đà Nẵng",Thỏa thuận,19 m2
187,"Tổ 58 Kiệt 186 Đường Phạm Như Xương, Liên Chiểu, Đà Nẵng",1.6 triệu/tháng,24 m2
188,"Phường Hòa Thọ Tây, Cẩm Lệ, Đà Nẵng",500.000 đồng/tháng,16 m2
189,"98 Đường Nguyễn Sơn, Hải Châu, Đà Nẵng",1.8 triệu/tháng,18 m2
190,"Đường Mỹ Đa Tây 9, Ngũ Hành Sơn, Đà Nẵng",2.8 triệu/tháng,22 m2
191,"Lô 17 Đường Phạm Văn Đồng, Sơn Trà, Đà Nẵng",2.5 triệu/tháng,30 m2
192,"229/4 Đường Trường Chinh, Hải Châu, Đà Nẵng",800.000 đồng/tháng,14 m2
193,"Đường Tiểu La, Hải Châu, Đà Nẵng",2.5 triệu/tháng,20 m2
194,"Đường Loseby - Đường Hoàng Bích Sơn, Sơn Trà, Đà Nẵng",2 triệu/tháng,20 m2
195,"123/30 Đường Cù Chính Lan, Thanh Khê, Đà Nẵng",3 triệu/tháng,25 m2
196,"Đường Trần Huy Liệu, Cẩm Lệ, Đà Nẵng",2.5 triệu/tháng,25 m2
197,"Đường Nguyễn Duy Trinh, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",3.5 triệu/tháng,35 m2
198,"436/25 Đường Nguyễn Phước Nguyên, Phường An Khê, Thanh Khê, Đà Nẵng",1.7 triệu/tháng,18 m2
199,"K54/15 Đường Hoàng Sĩ Khải, Sơn Trà, Đà Nẵng",2.5 triệu/tháng,35 m2
200,"k167 Phố Nguyễn Xí, Liên Chiểu, Đà Nẵng",Thỏa thuận,25 m2
201,"K5/48 Đường Nguyễn Văn Huề, Thanh Khê, Đà Nẵng",1.5 triệu/tháng,17 m2
202,"Đường Mỹ An 1, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng,30 m2
203,"Đường Hoàng Diệu, Hải Châu, Đà Nẵng",3 triệu/tháng,40 m2
204,"Đường Lương Văn Can, Cẩm Lệ, Đà Nẵng",2.7 triệu/tháng,27 m2
205,"39 Đường Dương Thị Xuân Quý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",2.5 triệu/tháng,25 m2
206,"387 Đường Hà Huy Tập, Thanh Khê, Đà Nẵng",2 triệu/tháng,20 m2
207,"129/7 Đường Ngũ Hành Sơn, Ngũ Hành Sơn, Đà Nẵng",1.4 triệu/tháng,20 m2
208,"Đường Lý Văn Phức, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng,18 m2
209,"k71 Đường Lê Hữu Trác, Sơn Trà, Đà Nẵng",Thỏa thuận,24 m2
210,"K664 Đường Trưng Nữ Vương, Hải Châu, Đà Nẵng",3.5 triệu/tháng,35 m2
211,"Kiệt số 7 Đường Ngô Chân Lưu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",1.6 triệu/tháng,16 m2
212,"Đường Phan Thanh, Thanh Khê, Đà Nẵng",Thỏa thuận,25 m2
213,"228/20 Đường Nguyễn Hoàng, Hải Châu, Đà Nẵng",Thỏa thuận,25 m2
214,"25 Đường Hoàng Thị Ái, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",Thỏa thuận,25 m2
215,"Đường Trịnh Lỗi, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,25 m2
216,"129 Đường Trần Duy Chiến, Sơn Trà, Đà Nẵng",Thỏa thuận,20 m2
217,"k68/12 Đường Bùi Tá Hán, Ngũ Hành Sơn, Đà Nẵng",1.6 triệu/tháng,20 m2
218,"157 Đường Hoàng Văn Thái, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,20 m2
219,"Phố Đinh Liệt, Cẩm Lệ, Đà Nẵng",Thỏa thuận,20 m2
220,"215/39 Đường Hà Huy Tập, Thanh Khê, Đà Nẵng",2.5 triệu/tháng,40 m2
221,"Đường Hòa Khánh, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,20 m2
222,"856/49/10 Phố Tôn Đức Thắng, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,20 m2
223,"32-34 Đường Lê Hiến Mai, Liên Chiểu, Đà Nẵng",1.7 triệu/tháng,25 m2
224,"K117/27 Đường Đồng Kè, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",900.000 đồng/tháng,20 m2
225,"154 Đường Phan Thanh, Thanh Khê, Đà Nẵng",2.2 triệu/tháng,30 m2
226,"77 Đường Dương Quảng Hàm, Hải Châu, Đà Nẵng",3.5 triệu/tháng,30 m2
227,"Kiệt 111 Đường Cách Mạng Tháng Tám, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",2.2 triệu/tháng,17 m2
228,"107/15 Đường Ngũ Hành Sơn, Ngũ Hành Sơn, Đà Nẵng",1.6 triệu/tháng,16 m2
229,"377 Đường Hoàng Văn Thái, Liên Chiểu, Đà Nẵng",1.4 triệu/tháng,20 m2
230,"65/39 Đường Tô Hiến Thành, Sơn Trà, Đà Nẵng",2 triệu/tháng,20 m2
231,"k126/5 Đường Tống Duy Tân, Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,25 m2
232,"252 Đường Lê Thanh Nghị, Hải Châu, Đà Nẵng",1.5 triệu/tháng,14 m2
233,"Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20 m2
234,"K91 Đường Nguyễn Phan Vinh, Phường Thọ Quang, Sơn Trà, Đà Nẵng",Thỏa thuận,20 m2
235,"K814A/30/3 Đường Trần Cao Vân, Thanh Khê, Đà Nẵng",Thỏa thuận,28 m2
236,"Đường An Dương Vương, Ngũ Hành Sơn, Đà Nẵng",2.8 triệu/tháng,28 m2
237,"814/45 Đường Trần Cao Vân, Thanh Khê, Đà Nẵng",1.5 triệu/tháng,20 m2
238,"16 Đường Trịnh Đình Thảo, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Thỏa thuận,22 m2
239,"21/12 Đường Chế Lan Viên, Ngũ Hành Sơn, Đà Nẵng",1.3 triệu/tháng,15 m2
240,"06 Đường Trần Đức Thảo, Hải Châu, Đà Nẵng",1.7 triệu/tháng,25 m2
241,"Số 33 Đường Đá Mọc 5, Liên Chiểu, Đà Nẵng",1.8 triệu/tháng,25 m2
242,"56 Đường An Thượng 24, Ngũ Hành Sơn, Đà Nẵng",1.4 triệu/tháng,18 m2
243,"52 Đường Nguyễn Khang, Thanh Khê, Đà Nẵng",1.2 triệu/tháng,19 m2
244,"Đường Hoà Nam 2, Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,20 m2
245,"Đường Trần Tống, Thanh Khê, Đà Nẵng",1.5 triệu/tháng,17 m2
