,Location,Price,Area
27,"Đ. Hà Bổng, P. Phước Mỹ, Q. Sơn Trà, Tp. Đà Nẵng","1,8 Triệu/Tháng",25 m²
28,"Đ. Ngô Sĩ Liên, P. Hòa Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng","2,1 Triệu/Tháng",25 m²
29,"Đ. Dũng Sĩ Thanh Khê, P. Thanh Khê Tây, Q. Thanh Khê, Tp. Đà Nẵng",1 Triệu/Tháng,16 m²
30,"Đ. Nguyễn Đăng, P. An Khê, Q. Thanh Khê, Tp. Đà Nẵng",2 Triệu/Tháng,20 m²
31,"Đ. An Ngãi Đông, X. Hòa Liên, H. Hòa Vang, Tp. Đà Nẵng","1,2 Triệu/Tháng",1 PN
32,"Đ. Huy Cận, P. Hòa Cường Nam, Q. Hải Châu, Tp. Đà Nẵng",1 Triệu/Tháng,18 m²
33,"Đ. Trần Cao Vân, P. Xuân Hà, Q. Thanh Khê, Tp. Đà Nẵng","1,2 Triệu/Tháng",3 PN
34,"Đ. Trưng Nữ Vương, P. Hòa Thuận Tây, Q. Hải Châu, Tp. Đà Nẵng","1,4 Triệu/Tháng",17 m²
35,"Đ. Nguyễn Du, P. Thạch Thang, Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,32 m²
36,"Da Nang Landlord, Đ. Mỹ Đa Đông 3, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,5 Triệu/Tháng",22 m²
37,"Đ. Đinh Tiên Hoàng, P. Hải Châu  I, Q. Hải Châu, Tp. Đà Nẵng","2,5 Triệu/Tháng",27 m²
38,"Phú Mỹ An, P. Trần Đại Nghĩa, P. Hoà Hải, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,5 Triệu/Tháng",50 m²
39,"P. Lê Thanh Nghị, P. Hòa Cường Nam, Q. Hải Châu, Tp. Đà Nẵng","2,5 Triệu/Tháng",30 m²
40,"Đ. Minh Mạng, P. Hoà Quý, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,5 Triệu/Tháng",30 m²
41,"Đ. Bình Kỳ, P. Hoà Quý, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,4 Triệu/Tháng",20 m²
42,"Đ. An Cư 3, P. An Hải Đông, Q. Sơn Trà, Tp. Đà Nẵng",1 Triệu/Tháng,12 m²
43,"Đ. Lý Tự Trọng, P. Thạch Thang, Q. Hải Châu, Tp. Đà Nẵng",11 Triệu/Tháng,50 m²
44,"Đ. Trưng Nữ Vương, P. Hòa Thuận Đông, Q. Hải Châu, Tp. Đà Nẵng","6,5 Triệu/Tháng",70 m²
45,"Đ. Bình Kỳ, P. Hoà Quý, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,4 Triệu/Tháng",28 m²
46,"Đ. Trưng Nữ Vương, P. Bình Thuận, Q. Hải Châu, Tp. Đà Nẵng","6,5 Triệu/Tháng",60 m²
47,"Đ. Đinh Nhật Tân, P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",18 m²
48,"P. Hòa Phát, Q. Cẩm Lệ, Tp. Đà Nẵng","1,8 Triệu/Tháng",26 m²
49,"Đ. Nguyễn Hữu Thọ, P. Khuê Trung, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",35 m²
50,"Đ. Hùng Vương, P. Thanh Khê Tây, Q. Thanh Khê, Tp. Đà Nẵng",8 Triệu/Tháng,50 m²
51,"Đ. Phước Lý 10, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng",1 Triệu/Tháng,50 m²
52,"Đ. Phan Tứ, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","3,2 Triệu/Tháng",30 m²
53,"Đ. Mỹ Đa Đông 3, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,5 Triệu/Tháng",20 m²
54,"P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,3 Triệu/Tháng",10 m²
55,"Đ. Hà Bổng, P. Phước Mỹ, Q. Sơn Trà, Tp. Đà Nẵng","2,5 Triệu/Tháng",30 m²
56,"Đ. Đà Sơn, P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng","1,8 Triệu/Tháng",22 m²
57,"P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","1,7 Triệu/Tháng",25 m²
58,"Phước Lý 18, Q. Liên Chiểu, Tp. Đà Nẵng","1,4 Triệu/Tháng",17 m²
59,"Đ. Lê Hữu Trác, P. An Hải Đông, Q. Sơn Trà, Tp. Đà Nẵng",3 Triệu/Tháng,18 m²
60,"Đ. Trần Văn Dư, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,5 Triệu/Tháng",16 m²
61,"Đ. Điện Biên Phủ, P. Thanh Khê Đông, Q. Thanh Khê, Tp. Đà Nẵng",3 Triệu/Tháng,38 m²
62,"Đ. Thanh Tịnh, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng",Thương lượng,1 PN
63,"Đ. Âu Cơ, P. Hòa Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng","2,5 Triệu/Tháng",28 m²
64,"Đ. Phước Tường 1, P. Hòa Phát, Q. Cẩm Lệ, Tp. Đà Nẵng","1,6 Triệu/Tháng",20 m²
65,"P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng","1,2 Triệu/Tháng",15 m²
66,"Đ. Số 3, P. Hòa Thọ Tây, Q. Cẩm Lệ, Tp. Đà Nẵng",2 Triệu/Tháng,35 m²
67,"Đ. Đặng Huy Trứ, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","1,8 Triệu/Tháng",20 m²
68,"Đ. Đa Mặn Đông 3, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,8 Triệu/Tháng",20 m²
69,"Đ. Phan Tôn, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","2,5 Triệu/Tháng",30 m²
70,"Đ. Võ Như Hưng, Q. Sơn Trà, Tp. Đà Nẵng","3,3 Triệu/Tháng",1 PN
71,"Đ. Đặng Huy Trứ, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","2,5 Triệu/Tháng",25 m²
72,"P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng",2 Triệu/Tháng,20 m²
73,"Đ. An Thượng 34, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",5 Triệu/Tháng,45 m²
74,"Đ. Nguyễn Văn Linh, Q. Hải Châu, Tp. Đà Nẵng","3,5 Triệu/Tháng",35 m²
75,"Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,35 m²
76,"Đ. Lê Đình Lý, P. Vĩnh Trung, Q. Thanh Khê, Tp. Đà Nẵng","2,5 Triệu/Tháng",20 m²
77,"Đ. Nguyễn Kim, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","2,3 Triệu/Tháng",23 m²
78,"Đ. Bắc Sơn, P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","2,2 Triệu/Tháng",30 m²
79,"Đ. Hoàng Sĩ Khải, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng",3 Triệu/Tháng,27 m²
80,"Đ. Cẩm Chánh 2, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","3,5 Triệu/Tháng",25 m²
81,"Đ. An Hải Đông 1, P. An Hải Đông, Q. Sơn Trà, Tp. Đà Nẵng","5,5 Triệu/Tháng",45 m²
82,"Đ. Nguyễn Sắc Kim, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","4,5 Triệu/Tháng",30 m²
83,"Đ. Ngô Thị Liễu, Q. Hải Châu, Tp. Đà Nẵng",1 Triệu/Tháng,20 m²
84,"Đ. An Thượng 38, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",3 Triệu/Tháng,20 m²
85,"Đ. Hoàng Đức Lương, Q. Sơn Trà, Tp. Đà Nẵng","2,8 Triệu/Tháng",25 m²
86,"Đ. Nguyễn Lữ, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","3,5 Triệu/Tháng",40 m²
87,"Q. Thanh Khê, Tp. Đà Nẵng","4,5 Triệu/Tháng",35 m²
88,"P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",16 m²
89,"Đ. Lê Thạch, P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",16 m²
90,"P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",16 m²
91,"Đ. 2/9, P. Hòa Cường Bắc, Q. Hải Châu, Tp. Đà Nẵng",6 Triệu/Tháng,36 m²
92,"Đ. Thanh Tịnh, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","5,5 Triệu/Tháng",33 m²
93,"P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng",Thương lượng,20 m²
94,"P. Hòa Cường Bắc, Q. Hải Châu, Tp. Đà Nẵng",6 Triệu/Tháng,33 m²
95,"Đ. Lê Đình Kỵ, P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","1,8 Triệu/Tháng",20 m²
96,"P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",4 Triệu/Tháng,30 m²
97,"P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",65 Triệu/Tháng,90 m²
98,"P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",16 m²
99,"Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",16 m²
100,"Đ. Nguyễn Huy Tưởng, Q. Liên Chiểu, Tp. Đà Nẵng",2 Triệu/Tháng,29 m²
101,"Đ. Nguyễn Hàng Chi, Q. Liên Chiểu, Tp. Đà Nẵng","1,3 Triệu/Tháng",15 m²
102,"P. Tôn Đức Thắng, Q. Liên Chiểu, Tp. Đà Nẵng",2 Triệu/Tháng,35 m²
103,"Đ. Đầm Rong 2, Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,30 m²
104,"Đ. 3/2, Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,28 m²
105,"Đ. Nguyễn Phước Nguyên, Q. Thanh Khê, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
106,"Đ. Phạm Phú Thứ, Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,18 m²
107,"Đ. Minh Mạng, P. Hoà Hải, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",4 Triệu/Tháng,35 m²
108,"P. Hòa Thọ Tây, Q. Cẩm Lệ, Tp. Đà Nẵng",10 Triệu/Tháng,450 m²
109,"Đ. Phạm Văn Đồng, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng",12 Triệu/Tháng,70 m²
110,"P. Hoà Hải, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,8 Triệu/Tháng",22 m²
111,"Đ. Hà Kỳ Ngộ, P. Mân Thái, Q. Sơn Trà, Tp. Đà Nẵng","7,5 Triệu/Tháng",50 m²
112,"Đ. Bình Minh 1, P. Hải Châu  I, Q. Hải Châu, Tp. Đà Nẵng",12 Triệu/Tháng,80 m²
113,"Đ. Phan Tứ, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",15 Triệu/Tháng,145 m²
114,"Đ. Hải Hồ, P. Thuận Phước, Q. Hải Châu, Tp. Đà Nẵng","7,5 Triệu/Tháng",60 m²
115,"Đ. Ngô Quyền, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng","4,9 Triệu/Tháng",35 m²
116,"Đ. Núi Thành, P. Hòa Cường Bắc, Q. Hải Châu, Tp. Đà Nẵng","5,9 Triệu/Tháng",50 m²
117,"Đ. Nguyễn Đình Hoàn, P. Nại Hiên Đông, Q. Sơn Trà, Tp. Đà Nẵng","8,5 Triệu/Tháng",100 m²
118,"Đ. Nguyễn Duy Trinh, P. Hoà Hải, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",16 Triệu/Tháng,102 m²
119,"Đ. Ngô Quyền, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng","4,9 Triệu/Tháng",35 m²
120,"Đ. Bắc Đẩu, P. Thanh Bình, Q. Hải Châu, Tp. Đà Nẵng","2,2 Triệu/Tháng",20 m²
121,"Đ. Lê Đại Hành, P. Khuê Trung, Q. Cẩm Lệ, Tp. Đà Nẵng","2,8 Triệu/Tháng",25 m²
122,"Đ. Phạm Nhữ Tăng, P. Hòa Khê, Q. Thanh Khê, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
123,"Đ. Mộc Bài 7, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng",3 Triệu/Tháng,30 m²
124,"Đ. Trần Nhân Tông, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng",2 Triệu/Tháng,32 m²
125,"Đ. Đinh Công Trứ, P. Thọ Quang, Q. Sơn Trà, Tp. Đà Nẵng",2 Triệu/Tháng,15 m²
126,"Đ. Trần Cao Vân, P. Xuân Hà, Q. Thanh Khê, Tp. Đà Nẵng","1,5 Triệu/Tháng",25 m²
127,"Đ. Trần Quốc Toản, P. Hải Châu  I, Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,40 m²
128,"Đ. Nguyễn Văn Linh, P. Nam Dương, Q. Hải Châu, Tp. Đà Nẵng",5 Triệu/Tháng,36 m²
129,"Đ. Trưng Nhị, P. Hòa Cường Bắc, Q. Hải Châu, Tp. Đà Nẵng","5,5 Triệu/Tháng",55 m²
130,"Đ. Trần Hưng Đạo, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng",9 Triệu/Tháng,50 m²
131,"Đ. Lê Thạch, P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng","4,5 Triệu/Tháng",30 m²
132,"Đ. Phạm Văn Đồng, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng","6,9 Triệu/Tháng",40 m²
133,"Đ. Lê Duẩn, P. Tân Chính, Q. Thanh Khê, Tp. Đà Nẵng","1,5 Triệu/Tháng",20 m²
134,"Đ. Nguyễn Hoàng, P. Phước Ninh, Q. Hải Châu, Tp. Đà Nẵng","5,5 Triệu/Tháng",40 m²
135,"Đ. Phan Tôn, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",5 Triệu/Tháng,55 m²
136,"Đ. Lê Đình Lý, P. Vĩnh Trung, Q. Thanh Khê, Tp. Đà Nẵng","5,7 Triệu/Tháng",40 m²
137,"Đ. Trần Tấn Mới, P. Hòa Thuận Tây, Q. Hải Châu, Tp. Đà Nẵng",4 Triệu/Tháng,25 m²
138,"Đ. Ngũ Hành Sơn, P. Hoà Hải, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",4 Triệu/Tháng,100 m²
139,"Đ. Trưng Nữ Vương, P. Hòa Thuận Tây, Q. Hải Châu, Tp. Đà Nẵng",34 Triệu/Tháng,200 m²
140,"Đ. An Thượng 1, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","5,9 Triệu/Tháng",60 m²
141,"Đ. Trần Văn Dư, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","6,2 Triệu/Tháng",50 m²
142,"Đ. An Thượng 39, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","6,2 Triệu/Tháng",60 m²
143,"Đ. Bình Hòa 1, P. Khuê Trung, Q. Cẩm Lệ, Tp. Đà Nẵng","2,5 Triệu/Tháng",22 m²
144,"Đ. Phan Bội Châu, P. Thạch Thang, Q. Hải Châu, Tp. Đà Nẵng","1,6 Triệu/Tháng",12 m²
145,"Đ. Phục Đán, P. Thanh Khê Tây, Q. Thanh Khê, Tp. Đà Nẵng","1,2 Triệu/Tháng",14 m²
146,"Đ. Trần Quang Khải, P. Thọ Quang, Q. Sơn Trà, Tp. Đà Nẵng","1,7 Triệu/Tháng",20 m²
147,"Đ. Bùi Chát, P. Hòa Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng","1,4 Triệu/Tháng",30 m²
148,"Đ. Mỹ Đa Đông, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,4 Triệu/Tháng",14 m²
149,"Đ. Ngô Thế Lân, P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng",1 Triệu/Tháng,20 m²
150,"Đ. Nguyễn Minh Không, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","1,5 Triệu/Tháng",20 m²
151,"Đ. Trần Quý Hai, P. Hòa Thọ Đông, Q. Cẩm Lệ, Tp. Đà Nẵng","1,8 Triệu/Tháng",38 m²
152,"Đ. Phạm Nhữ Tăng, P. Hòa Khê, Q. Thanh Khê, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
153,"P. Hoà Quý, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",3 Triệu/Tháng,25 m²
154,"P. Hòa Thọ Đông, Q. Cẩm Lệ, Tp. Đà Nẵng",4 Triệu/Tháng,60 m²
155,"Đ. Lê Đình Thám, P. Hải Châu  I, Q. Hải Châu, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
156,"Đ. Phạm Khiêm Ích, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","3,7 Triệu/Tháng",45 m²
157,"P. Mân Thái, Q. Sơn Trà, Tp. Đà Nẵng","2,5 Triệu/Tháng",25 m²
158,"Đ. Quang Thành, P. Hòa Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng","1,5 Triệu/Tháng",18 m²
159,"Đ. Trường Chinh, P. Hòa Phát, Q. Cẩm Lệ, Tp. Đà Nẵng","1,3 Triệu/Tháng",20 m²
160,"P. Hoà Quý, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","2,1 Triệu/Tháng",20 m²
161,"P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng",600 Nghìn/Tháng,20 m²
162,"Đ. Số 3, P. Hòa Thọ Tây, Q. Cẩm Lệ, Tp. Đà Nẵng",650 Nghìn/Tháng,30 m²
163,"X. Hòa Liên, H. Hòa Vang, Tp. Đà Nẵng",100 Nghìn/Tháng,130 m²
164,"Đ. Điện Biên Phủ, P. Thanh Khê Đông, Q. Thanh Khê, Tp. Đà Nẵng",3 Triệu/Tháng,30 m²
165,"P. Đặng Thái Thân, P. Hoà Hải, Q. Ngũ Hành Sơn, Tp. Đà Nẵng",1 Triệu/Tháng,20 m²
166,"Đ. Bình Hòa 1, P. Khuê Trung, Q. Cẩm Lệ, Tp. Đà Nẵng","2,51 Triệu/Tháng",22 m²
167,"Đ. An Thượng 16, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,3 Triệu/Tháng",40 m²
168,"P. Mân Thái, Q. Sơn Trà, Tp. Đà Nẵng","2,5 Triệu/Tháng",20 m²
169,"Đ. Hải Phòng, P. Tân Chính, Q. Thanh Khê, Tp. Đà Nẵng","1,8 Triệu/Tháng",18 m²
170,"Đ. Ngô Quyền, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng","2,5 Triệu/Tháng",15 m²
171,"Đ. Trưng Nữ Vương, P. Hòa Thuận Tây, Q. Hải Châu, Tp. Đà Nẵng","3,4 Triệu/Tháng",30 m²
172,"Đ. Núi Thành, P. Hòa Thuận Đông, Q. Hải Châu, Tp. Đà Nẵng",3 Triệu/Tháng,20 m²
173,"P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","2,7 Triệu/Tháng",22 m²
174,"Đ. Hòa Minh 1, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","2,9 Triệu/Tháng",20 m²
175,"Đ. Trần Anh Tông, P. Thanh Khê Tây, Q. Thanh Khê, Tp. Đà Nẵng","1,7 Triệu/Tháng",35 m²
176,"Đ. Lê Đỉnh, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng",2 Triệu/Tháng,30 m²
177,"Đ. Trần Quang Khải, P. Thọ Quang, Q. Sơn Trà, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
178,"Đ. Nguyễn Thị Thập, P. Thanh Khê Tây, Q. Thanh Khê, Tp. Đà Nẵng","1,5 Triệu/Tháng",17 m²
179,"Đ. Nguyễn Chánh, P. Hòa Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng","3,8 Triệu/Tháng",45 m²
180,"Đ. Nguyễn Thuật, P. Hòa An, Q. Cẩm Lệ, Tp. Đà Nẵng",2 Triệu/Tháng,30 m²
181,"Đ. Hoàng Đức Lương, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng","2,5 Triệu/Tháng",25 m²
182,"Đ. Hàm Nghi, P. Thạc Gián, Q. Thanh Khê, Tp. Đà Nẵng","2,3 Triệu/Tháng",15 m²
183,"Đ. Trương Vân Lĩnh, P. Hòa Hiệp Nam, Q. Liên Chiểu, Tp. Đà Nẵng","1,3 Triệu/Tháng",24 m²
184,"P. Hòa Cường Bắc, Q. Hải Châu, Tp. Đà Nẵng","6,7 Tỷ/Tháng",94 m²
185,"P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
186,"Đ. Hà Bổng, P. Phước Mỹ, Q. Sơn Trà, Tp. Đà Nẵng","2,5 Triệu/Tháng",25 m²
187,"P. Vũ Đình Liên, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","3,9 Triệu/Tháng",25 m²
188,"Đ. Núi Thành, P. Hòa Cường Bắc, Q. Hải Châu, Tp. Đà Nẵng","2,5 Triệu/Tháng",18 m²
189,"Đ. Phạm Như Xương, P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng",700 Nghìn/Tháng,17 m²
190,"P. Hoàng Thế Thiện, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","3,3 Triệu/Tháng",35 m²
191,"Đ. Phước Lý 6, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","2,5 Triệu/Tháng",40 m²
192,"Đ. 2/9, P. Hòa Cường Nam, Q. Hải Châu, Tp. Đà Nẵng","2,3 Triệu/Tháng",25 m²
193,"Đ. Quang Trung, P. Thạch Thang, Q. Hải Châu, Tp. Đà Nẵng","4,5 Triệu/Tháng",60 m²
194,"Đ. Thiều Chửu, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
195,"Đ. Âu Cơ, P. Hòa Khánh Bắc, Q. Liên Chiểu, Tp. Đà Nẵng","2,5 Tỷ/Tháng",95 m²
196,"Đ. Đỗ Thúc Tịnh, P. Khuê Trung, Q. Cẩm Lệ, Tp. Đà Nẵng",2 Triệu/Tháng,25 m²
197,"Đ. Lê Hữu Trác, P. Phước Mỹ, Q. Sơn Trà, Tp. Đà Nẵng","1,2 Triệu/Tháng",15 m²
198,"Đ. Lỗ Giáng 8, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","1,5 Triệu/Tháng",20 m²
199,"Đ. Phạm Văn Nghị, P. Vĩnh Trung, Q. Thanh Khê, Tp. Đà Nẵng",2 Triệu/Tháng,20 m²
200,"Đ. Trần Đăng Ninh, P. Hòa Cường Nam, Q. Hải Châu, Tp. Đà Nẵng",1 Triệu/Tháng,360 m²
201,"Đ. Trịnh Lỗi, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","2,8 Triệu/Tháng",25 m²
202,"P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng","2,7 Triệu/Tháng",25 m²
203,"Đ. Ngô Quyền, P. An Hải Bắc, Q. Sơn Trà, Tp. Đà Nẵng","1,5 Triệu/Tháng",20 m²
204,"Đ. Mỹ An, P. Mỹ An, Q. Ngũ Hành Sơn, Tp. Đà Nẵng","1,7 Triệu/Tháng",20 m²
205,"P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng","1,5 Triệu/Tháng",20 m²
